Fishery_ShortName,Fishery,Region,GearType_specific,GearType_general,Year,Target,Target_HMS,Overfished_Fm,Overfished_Fm_numeric,Overfishing_Bt,Overfishing_Bt_numeric,TotalDiscards_lbs,TotalBycatch_inds,Discard_Rate,ESA_num,ESA_discards_lbs,ESA_birdturt,IUCN_num,IUCN_discards_lbs,IUCN_birdturt,MMPA,VessPers,Fishery_Tier,CV_mean,CV_median,CV_max
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,1689048.61,NA,0.127343322,0,0,NA,10,15249.21,NA,1,NA,3,0.613936842,0.6971,1.0786
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,2251578.4,NA,0.158191625,0,0,NA,10,46126.95,NA,1,NA,3,0.788806667,0.8377,1.1391
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,1684113.8,NA,0.135200746,0,0,NA,10,14570.91,NA,1,511,3,0.47534,0.3113,1.0983
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,5409914.67,NA,0.358527861,2,0,NA,23,24926.37,NA,1,NA,3,0.56,0.48,1.07
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,4276068.36,NA,0.386672372,2,0,NA,45,24511.09,NA,1,NA,3,0.542051282,0.44,1.19
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2010,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,287366.65,NA,0.567026469,1,0,NA,10,22187.77,NA,1,NA,3,0.61889,0.5079,1.5752
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2011,"Summer flounder, Atlantic sea scallop",M,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,1,NA,3,,,
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2012,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,1388322.03,NA,0.496299072,0,0,NA,10,236703.15,NA,1,NA,3,0.66181875,0.51605,1.9161
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2013,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,988135.33,NA,0.445078111,0,0,NA,10,42609,NA,1,NA,3,0.5383875,0.483,1.0266
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2014,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,841711.89,NA,0.520371177,2,0,NA,23,127627.09,NA,1,NA,3,0.624117647,0.615,1.21
NE: MA General Category OA Scallop Trawl,Mid-Atlantic General Category Open Area Scallop Trawl,NE,bottom trawl,trawl,2015,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,355795.87,NA,0.644271163,2,0,NA,45,4549.34,NA,1,NA,3,0.823076923,0.73,1.51
NE: MA Hand Line,Mid-Atlantic Hand Line,NE,hand line,line,2014,"Black sea bass, Bluefish, Scup, Other finfish",Y,None,0,None,0,693958.87,0,0.589356431,2,0,0,23,8137.52,0,1,NA,3,1.06,1.17,1.36
NE: MA Hand Line,Mid-Atlantic Hand Line,NE,hand line,line,2015,"Black sea bass, Bluefish, Scup, Other finfish",Y,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,NA,3,,,
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2010,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",Y,None,0,None,0,211790.51,NA,0.048578784,1,0,NA,10,196479.12,NA,3,NA,4,0.786271429,0.8215,1.1663
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2011,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",M,None,0,None,0,508835.5,NA,0.082648359,0,0,NA,10,480632.23,NA,3,NA,4,0.7489,0.6596,1.0751
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2012,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",Y,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,3,NA,4,,,
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2013,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",Y,None,0,None,0,158617.81,NA,0.032607468,0,0,NA,10,126635.86,NA,3,NA,4,1.0021625,1.0391,1.403
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2014,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",Y,"Smooth dogfish, Striped bass unlisted",0,"Smooth dogfish, Striped bass unlisted",0,344359.28,NA,0.054157557,2,2447.91,NA,23,166189.69,NA,3,NA,4,1.246470588,0.75,2.72
NE: MA Large-Mesh Gillnet,Mid-Atlantic Large-Mesh Gillnet,NE,large-mesh gillnet,gillnet,2015,"Bluefish, Spiny dogfish, Smooth dogfish, Goosefish, Striped bass, Other finfish",Y,"Smooth dogfish, Striped bass unlisted",0,"Smooth dogfish, Striped bass unlisted",0,410713.39,NA,0.075854209,2,18296.94,NA,45,239710.96,NA,3,NA,4,0.60484375,0.6,1.52
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2010,"Summer flounder, Winter flounder, Other finfish",M,None,0,1: Winter flounder,1,9406454.58,NA,0.33061031,1,0,NA,10,2250648.43,NA,2,NA,4,0.552711111,0.509,1.1295
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2011,"Summer flounder, Winter flounder, Other finfish",M,None,0,1: Winter flounder,1,13316271.84,NA,0.342153502,0,0,NA,10,2310368.74,NA,2,NA,4,0.698282759,0.5466,1.6849
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2012,"Summer flounder, Winter flounder, Other finfish",M,None,0,1: Winter flounder,1,11548016.6,NA,0.395528759,0,0,NA,10,999963.15,NA,2,NA,4,0.657484615,0.44645,1.4267
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2013,"Summer flounder, Winter flounder, Other finfish",M,None,0,1: Winter flounder,1,21481690.94,NA,0.609421886,0,0,NA,10,2381495.45,NA,2,NA,4,0.738065517,0.5442,2.1666
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2014,"Summer flounder, Winter flounder, Other finfish",M,1: Winter flounder,1,1: Winter flounder,1,25936392.27,NA,0.646153869,2,8214.43,NA,23,5159113.18,NA,2,NA,4,0.553924051,0.55,1.11
NE: MA Large-Mesh Otter Trawl,Mid-Atlantic Large-Mesh Otter Trawl,NE,large-mesh otter trawl,trawl,2015,"Summer flounder, Winter flounder, Other finfish",M,1: Winter flounder,1,1: Winter flounder,1,25086961.61,NA,0.628327329,2,3382.11,NA,45,3045014.57,NA,2,NA,4,0.570135135,0.505,1.32
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,13475789.47,NA,0.094634319,1,0,NA,10,206647.46,NA,1,NA,3,0.49928,0.424,1.0164
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,7657754.15,NA,0.066000483,0,0,NA,10,188656.93,NA,1,NA,3,0.505256522,0.4931,1.0953
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,6636494.58,NA,0.078435806,0,0,NA,10,352648.79,NA,1,NA,3,0.40086087,0.3383,1.0225
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,4261876.99,NA,0.14804909,0,0,NA,10,88278.8,NA,1,NA,3,0.426526316,0.311,0.9987
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,954138.98,NA,0.038157746,2,0,NA,23,3341.55,NA,1,NA,3,0.5684375,0.505,1.21
NE: MA Limited Access CA Scallop Dredge,Mid-Atlantic Limited Access Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,14129327.81,NA,0.09592704,2,0,NA,45,86047.91,NA,1,NA,3,0.517755102,0.49,1.02
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,27372373.1,NA,0.117953467,1,0,NA,10,371086.35,NA,1,NA,3,0.530548148,0.4538,1.059
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,17913664.68,NA,0.085833411,0,0,NA,10,359610.31,NA,1,NA,3,0.446441379,0.2845,0.9634
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,11872355.52,NA,0.094597911,0,0,NA,10,512182.16,NA,1,NA,3,0.431433333,0.3573,0.9314
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,8374531.33,NA,0.111763632,0,0,NA,10,159884.41,NA,1,NA,3,0.480729167,0.34,1.1352
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,51210833.92,NA,0.283534307,2,0,NA,23,322691.89,NA,1,NA,3,0.4142,0.38,1.01
NE: MA Limited Access OA Scallop Dredge,Mid-Atlantic Limited Access Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,27127357.57,NA,0.418245548,2,0,NA,45,59815.45,NA,1,NA,3,0.492368421,0.42,1.08
NE: MA Lobster Pots,Mid-Atlantic Lobster Pots,NE,pots and traps,pots and traps,2014,"Black seabass, American lobster, Jonah crab",N,"American lobster, Jonah crab unlisted",0,"American lobster, Jonah crab unlisted",0,708740,0,0.28203313,2,0,0,23,1058.76,0,3,11693,3,0.707,0.68,1.86
NE: MA Lobster Pots,Mid-Atlantic Lobster Pots,NE,pots and traps,pots and traps,2015,"Black seabass, American lobster, Jonah crab",N,"American lobster, Jonah crab unlisted",0,"American lobster, Jonah crab unlisted",0,1220553.08,0,0.388065878,2,0,0,45,6607.89,0,3,11693,3,0.880833333,0.64,3.28
NE: MA Mid-Water Otter Trawl,Mid-Atlantic Mid-Water Otter Trawl,NE,midwater trawl,trawl,2010,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish",M,None,0,None,0,276273.77,NA,0.007033701,1,0,NA,10,239170.01,NA,2,620,3,0.557833333,0.5689,0.8012
NE: MA Mid-Water Otter Trawl,Mid-Atlantic Mid-Water Otter Trawl,NE,midwater trawl,trawl,2011,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish",Y,None,0,None,0,19062.85,NA,0.001243272,0,0,NA,10,17677.19,NA,2,546,3,0.556442857,0.65875,0.6901
NE: MA Mid-Water Otter Trawl,Mid-Atlantic Mid-Water Otter Trawl,NE,midwater trawl,trawl,2012,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish",M,None,0,None,0,13094.32,NA,0.000689447,0,0,NA,10,13015.01,NA,2,322,3,0.577933333,0.4462,0.8876
NE: MA Mid-Water Otter Trawl,Mid-Atlantic Mid-Water Otter Trawl,NE,midwater trawl,trawl,2013,"Atlantic herring, Atlantic mackerel, Blueback herring, Other finfish",Y,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,2,NA,3,,,
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2010,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",Y,None,0,None,0,80403.62,NA,0.020605744,1,0,NA,10,78512.27,NA,3,NA,3,0.756533333,0.79935,1.1465
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2011,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",M,None,0,None,0,70120.63,NA,0.013066498,0,0,NA,10,70120.63,NA,3,NA,3,4.706566667,1.8844,10.3751
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2012,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",Y,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,3,NA,3,,,
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2013,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",M,None,0,None,0,16721.11,NA,0.005959721,0,0,NA,10,16104.27,NA,3,NA,3,1.04096,0.9497,1.7031
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2014,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",M,"Croaker, Atlantic menhaden unlisted",0,"Croaker, menhaden unlisted",0,593695.82,NA,0.124837314,2,0,NA,23,331673.72,NA,3,NA,3,1.852682927,0.94,6.81
NE: MA Small-Mesh Gillnet,Mid-Atlantic Small-Mesh Gillnet,NE,small-mesh gillnet,gillnet,2015,"Bluefish, Atlantic croaker, Atlantic menhaden, Other finfish",M,"Croaker, Atlantic menhaden unlisted",0,"Croaker, menhaden unlisted",0,957581.54,NA,0.190900907,2,3507.2,NA,45,512180.61,NA,3,NA,3,0.791710526,0.64,2.24
NE: MA Small-Mesh Otter Trawl,Mid-Atlantic Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2010,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,9110440.97,NA,0.122702799,1,0,NA,10,3526600.54,NA,2,NA,4,0.473056667,0.3991,1.3261
NE: MA Small-Mesh Otter Trawl,Mid-Atlantic Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2011,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,19450518.96,NA,0.209626712,0,0,NA,10,7584821.41,NA,2,NA,4,0.426715625,0.32835,1.2426
NE: MA Small-Mesh Otter Trawl,Mid-Atlantic Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2012,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,11591028.06,NA,0.158575642,0,0,NA,10,3657533.27,NA,2,NA,4,0.808424138,0.6143,2.2897
NE: MA Small-Mesh Otter Trawl,Mid-Atlantic Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2013,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,None,0,None,0,9903081.92,NA,0.155743395,0,0,NA,10,2708452.47,NA,2,NA,4,0.536087097,0.4903,1.1116
NE: MA Small-Mesh Otter Trawl,Mid-Atlantic Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2014,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,longfin unknown,0,shortfin unknown,0,13290826.47,NA,0.201957142,2,54584.84,NA,23,4008414.82,NA,2,NA,4,0.713826087,0.61,2.33
NE: MA Small-Mesh Otter Trawl,Mid-Atlantic Small-Mesh Otter Trawl,NE,small-mesh otter trawl,trawl,2015,"Short-finned squid, Long-finned squid, Silver hake, Other finfish",M,Long-finned unknown,0,Short-finned unknown,0,14345897.8,NA,0.301515521,2,21714.63,NA,45,4078887.18,NA,2,NA,4,0.642109375,0.58,1.57
NE: MA Twin Trawl,Mid-Atlantic Twin Trawl,NE,trawl,trawl,2014,"Long-finned squid, Butterfish, Summer Flounder, Other finfish",Y,1: Summer flounder; Long-finned squid unknown,1,"1: Summer flounder, Long-finned squid unknown",1,1430372.64,NA,0.515513462,2,782.09,NA,23,155746.88,NA,2,NA,3,1.096111111,0.52,3.63
NE: MA Twin Trawl,Mid-Atlantic Twin Trawl,NE,trawl,trawl,2015,"Long-finned squid, Butterfish, Summer Flounder, Other finfish",Y,1: Summer flounder; Long-finned squid unknown,1,1: Summer flounder; Long-finned squid unknown,1,1169078.7,NA,0.367655378,2,0,NA,45,153074.56,NA,2,NA,3,0.705230769,0.67,1.32
NE: New England Bottom Longline,New England Bottom Longline,NE,bottom longline,longline,2010,"Spiny dogfish, Groundfish, Goosefish, Other finfish",M,None,0,None,0,1137675.74,0,0.265572962,1,0,0,10,484788.29,0,1,NA,3,0.450185,0.41065,0.8665
NE: New England Bottom Longline,New England Bottom Longline,NE,bottom longline,longline,2011,"Spiny dogfish, Groundfish, Goosefish, Other finfish",M,None,0,None,0,890960.83,0,0.228830387,0,0,0,10,543296.5,0,1,NA,3,0.586594737,0.5638,1.3418
NE: New England Bottom Longline,New England Bottom Longline,NE,bottom longline,longline,2012,"Spiny dogfish, Groundfish, Goosefish, Other finfish",M,None,0,None,0,304435.77,0,0.072639304,0,0,0,10,219504.63,0,1,NA,3,0.463093333,0.4053,1.1669
NE: New England Bottom Longline,New England Bottom Longline,NE,bottom longline,longline,2013,"Spiny dogfish, Groundfish, Goosefish, Other finfish",M,None,0,None,0,966497.08,0,0.295783993,0,0,0,10,345518.79,0,1,NA,3,0.662741667,0.69855,0.857
NE: New England Bottom Longline,New England Bottom Longline,NE,bottom longline,longline,2014,"Spiny dogfish, Groundfish, Goosefish, Other finfish",M,None,0,None,0,787447.56,0,0.154205726,3,54152.54,0,23,533883.06,0,1,NA,3,3.923611111,0.8,14.96
NE: New England Bottom Longline,New England Bottom Longline,NE,bottom longline,longline,2015,"Spiny dogfish, Groundfish, Goosefish, Other finfish",M,None,0,None,0,826866.7,0,0.195698711,3,0,0,45,179115.35,0,1,NA,3,0.721666667,0.775,1.17
NE: New England Clam/Quahog Dredge,New England Clam/Quahog Dredge,NE,"dredge, clam",dredge,2014,"Ocean quahog, Atlantic surfclam",N,None,0,None,0,NA,0,NA,0,0,0,16,0,0,1,NA,3,,,
NE: New England Clam/Quahog Dredge,New England Clam/Quahog Dredge,NE,"dredge, clam",dredge,2015,"Ocean quahog, Atlantic surfclam",N,None,0,None,0,1979190.48,0,0.014478259,3,0,0,45,65432.92,0,1,NA,3,0.835416667,0.765,1.48
NE: New England CA Mid-Water Otter Trawl,New England Closed-Area Mid-Water Otter Trawl,NE,midwater trawl,trawl,2014,"Atlantic herring, Atlantic mackerel, Other finfish",Y,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,120957.89,NA,0.008944657,3,0,NA,23,39666.55,NA,2,NA,4,0.285,0.31,0.44
NE: New England CA Mid-Water Otter Trawl,New England Closed-Area Mid-Water Otter Trawl,NE,midwater trawl,trawl,2015,"Atlantic herring, Atlantic mackerel, Other finfish",Y,Atlantic mackerel unknown,0,Atlantic mackerel unknown,0,12029.22,NA,0.006980825,3,0,NA,45,10365.94,NA,2,NA,4,0.343,0.31,0.5
NE: New England Conch Pots and Traps,New England Conch Pots and Traps,NE,pots and traps,pots and traps,2014,Whelks,N,Unlisted,0,Unlisted,0,425901.2,0,0.365778904,3,0,0,23,141.86,0,2,NA,3,0.761666667,0.785,1.23
NE: New England Conch Pots and Traps,New England Conch Pots and Traps,NE,pots and traps,pots and traps,2015,Whelks,N,Unlisted,0,Unlisted,0,1108831.16,0,0.579760724,3,0,0,45,2073.06,0,2,NA,3,0.78,0.885,1.21
NE: New England Extra-Large-Mesh Gillnet,New England Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2010,"Goosefish, Groundfish, Skates, Other finfish",M,None,0,None,0,2194299.19,NA,0.106913533,1,0,NA,10,274751.01,NA,3,NA,4,0.414153571,0.31835,1.1343
NE: New England Extra-Large-Mesh Gillnet,New England Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2011,"Goosefish, Groundfish, Skates, Other finfish",M,None,0,None,0,3623518.15,NA,0.184689482,0,0,NA,10,335707.67,NA,3,NA,4,0.354662069,0.2805,1.0557
NE: New England Extra-Large-Mesh Gillnet,New England Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2012,"Goosefish, Groundfish, Skates, Other finfish",M,None,0,None,0,3194687.57,NA,0.165872208,0,0,NA,10,175525.33,NA,3,NA,4,0.396228,0.3369,0.871
NE: New England Extra-Large-Mesh Gillnet,New England Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2013,"Goosefish, Groundfish, Skates, Other finfish",M,None,0,None,0,2916930.73,NA,0.174003463,0,0,NA,10,418811.15,NA,3,NA,4,0.50682,0.503,1.2097
NE: New England Extra-Large-Mesh Gillnet,New England Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2014,"Goosefish, Groundfish, Skates, Other finfish",M,None,0,"None, Smooth skate rebuilding",0,3026364.41,NA,0.144037068,3,2123.5,NA,23,267305.19,NA,3,NA,4,0.522,0.485,1.04
NE: New England Extra-Large-Mesh Gillnet,New England Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2015,"Goosefish, Groundfish, Skates, Other finfish",M,None,0,"None, Smooth skate rebuilding",0,2896664.45,NA,0.141984281,3,2855.49,NA,45,604227.75,NA,3,NA,4,0.58046875,0.545,1.16
NE: New England Fish Pots and Traps,New England Fish Pots and Traps,NE,pots and traps,pots and traps,2010,"Black sea bass, Scup, Hagfish, Other finfish",M,None,0,None,0,0,0,0,1,0,0,10,0,0,3,NA,3,,,
NE: New England Fish Pots and Traps,New England Fish Pots and Traps,NE,pots and traps,pots and traps,2011,"Black sea bass, Scup, Hagfish, Other finfish",M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,3,,,
NE: New England Fish Pots and Traps,New England Fish Pots and Traps,NE,pots and traps,pots and traps,2012,"Black sea bass, Scup, Hagfish, Other finfish",M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,3,,,
NE: New England Fish Pots and Traps,New England Fish Pots and Traps,NE,pots and traps,pots and traps,2013,"Black sea bass, Scup, Hagfish, Other finfish",Y,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,3,,,
NE: New England Fish Pots and Traps,New England Fish Pots and Traps,NE,pots and traps,pots and traps,2014,"Black sea bass, Scup, Hagfish, Other finfish",Y,Hagfish unlisted,0,Hagfish unlisted,0,81956.88,0,0.300355878,3,0,0,23,14012.14,0,2,NA,3,0.75375,0.77,1.41
NE: New England Fish Pots and Traps,New England Fish Pots and Traps,NE,pots and traps,pots and traps,2015,"Black sea bass, Scup, Hagfish, Other finfish",Y,Hagfish unlisted,0,Hagfish unlisted,0,127579.11,0,0.342752723,3,0,0,45,21951.86,0,2,NA,3,0.644,0.73,1.04
NE: New England General Category CA Scallop Dredge,New England General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,2138438.09,NA,0.294886781,1,0,NA,10,3907.47,NA,1,NA,3,0.458030769,0.4255,1.003
NE: New England General Category CA Scallop Dredge,New England General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,1,NA,3,,,
NE: New England General Category CA Scallop Dredge,New England General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,1,NA,3,,,
NE: New England General Category CA Scallop Dredge,New England General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,36890.2,NA,0.035763473,0,0,NA,10,922.83,NA,1,NA,3,0.8305,0.8297,1.117
NE: New England General Category OA Scallop Dredge,New England General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,410635.51,NA,0.173344593,1,0,NA,10,9305.57,NA,1,NA,3,1.001226667,0.995,1.641
NE: New England General Category OA Scallop Dredge,New England General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,797690.11,NA,0.077780284,0,0,NA,10,6330.71,NA,1,NA,3,0.564173333,0.5512,1.3231
NE: New England General Category OA Scallop Dredge,New England General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",M,None,0,None,0,1015241.07,NA,0.07071504,0,0,NA,10,13315.08,NA,1,NA,3,0.7807125,0.7973,1.6266
NE: New England General Category OA Scallop Dredge,New England General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,835809.87,NA,0.069483148,0,0,NA,10,23397.74,NA,1,NA,3,0.547,0.45945,1.1681
NE: New England General Category OA Scallop Dredge,New England General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,1814258.38,NA,0.188953852,3,0,NA,23,32540.01,NA,1,NA,3,0.601162791,0.55,1.29
NE: New England General Category OA Scallop Dredge,New England General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,2266161.74,NA,0.276619614,3,0,NA,45,32125.53,NA,1,NA,3,0.53325,0.48,1.24
NE: New England Hagfish Pots and Traps,New England Hagfish Pots and Traps,NE,pots and traps,pots and traps,2010,Hagfish,M,None,0,None,0,0,0,0,1,0,0,10,0,0,2,NA,,,,
NE: New England Hagfish Pots and Traps,New England Hagfish Pots and Traps,NE,pots and traps,pots and traps,2011,Hagfish,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,,,,
NE: New England Hagfish Pots and Traps,New England Hagfish Pots and Traps,NE,pots and traps,pots and traps,2012,Hagfish,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,,,,
