Fishery_ShortName,Fishery,Region,GearType_specific,GearType_general,Year,Target,Target_HMS,Overfished_Fm,Overfished_Fm_numeric,Overfishing_Bt,Overfishing_Bt_numeric,TotalDiscards_lbs,TotalBycatch_inds,Discard_Rate,ESA_num,ESA_discards_lbs,ESA_birdturt,IUCN_num,IUCN_discards_lbs,IUCN_birdturt,MMPA,VessPers,Fishery_Tier,CV_mean,CV_median,CV_max
AK: GOA Pacific Cod Jig,Gulf of Alaska Pacific Cod Jig,AK,line,line,2012,Pacific cod,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,NA,1,,,
AK: GOA Pacific Cod Jig,Gulf of Alaska Pacific Cod Jig,AK,line,line,2013,Pacific cod,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,NA,1,,,
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2010,Pacific cod,M,None,0,None,0,6350906.7,180,0.146400369,0,0,0,2,0,18,1,440,3,,,
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2011,Pacific cod,M,None,0,None,0,4423792.64,54,0.111660977,0,0,0,0,0,0,1,440,3,,,
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2012,Pacific cod,M,None,0,None,0,3853626.33,77,0.104188268,0,0,0,0,0,0,1,440,3,,,
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2013,Pacific cod,M,None,0,None,0,4481520.19,39,0.152868088,0,0,0,0,0,0,1,107,3,,,
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2014,Pacific cod,Y,None,0,None,0,6033442.38,74,0.167677973,1,0,0,18,0,14,1,107,3,,,
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2015,Pacific cod,M,None,0,None,0,5107606.71,53,0.161775816,1,0,0,0,0,0,1,92,3,,,
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2010,Pollock,M,None,0,None,0,3246082.21,0,0.018761232,0,0,0,0,0,0,1,62,3,,,
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2011,Pollock,M,None,0,None,0,4776789.18,0,0.026649196,0,0,0,0,0,0,1,62,3,,,
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2012,Pollock,M,None,0,None,0,3315530.65,0,0.014858509,0,0,0,0,0,0,1,62,3,,,
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2013,Pollock,Y,None,0,None,0,4682913.87,0,0.022563004,0,0,0,0,0,0,1,62,3,,,
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2014,Pollock,M,None,0,None,0,6015793.27,NA,0.018983393,1,74079.41,0,16,0,0,1,62,3,,,
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2015,Pollock,M,None,0,None,0,5265135.36,0,0.01441831,1,91026.62,0,0,0,0,1,67,3,,,
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2010,Pacific cod,M,None,0,None,0,3151941.8,0,0.065790345,0,0,0,0,0,0,1,154,3,,,
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2011,Pacific cod,M,None,0,None,0,3668147.46,37,0.053483907,0,0,0,0,0,0,1,154,3,,,
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2012,Pacific cod,M,None,0,None,0,2483245.81,0,0.049852465,0,0,0,0,0,0,1,154,3,,,
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2013,Pacific cod,M,None,0,None,0,3319027.43,65,0.080832307,0,0,0,0,0,0,1,NA,3,,,
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2014,Pacific cod,Y,None,0,None,0,4026371.88,39,0.08264142,1,0,0,16,0,0,1,154,3,,,
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2015,Pacific cod,Y,None,0,None,0,4191825.35,39,0.083639337,1,0,0,0,0,0,1,128,3,,,
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2010,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,7102255.92,0,0.111179842,0,0,0,0,0,0,1,34,4,,,
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2011,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,5828297.84,27,0.107089289,0,0,0,0,0,0,1,10,4,,,
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2012,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,5213373.09,60,0.083215396,0,0,0,1,0,60,1,34,4,,,
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2013,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,6904955.57,0,0.122065227,0,0,0,0,0,100,1,34,4,,,
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2014,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,4368160.05,20,0.063534246,2,8638.9,0,32,0,0,1,#REF!,4,,,
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2015,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,6348643.55,0,0.087372556,2,13202.17,0,0,0,0,1,582,4,,,
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2010,Sablefish,Y,None,0,None,0,11343668.03,234,0.38376235,0,0,0,2,0,379,1,291,3,,,
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2011,Sablefish,M,None,0,None,0,17012077.23,1766,0.452675945,0,0,0,2,0,98,1,291,3,,,
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2012,Sablefish,M,None,0,None,0,18704643.7,124,0.440892461,0,0,0,2,0,254,1,291,3,,,
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2013,Sablefish,Y,None,0,None,0,27420165.12,497,0.516416197,0,0,0,2,0,0,1,291,3,,,
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2014,Sablefish,M,None,0,None,0,13869309.3,25,0.38503824,1,386.85,0,16,0,287,1,291,3,,,
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2015,Sablefish,M,None,0,None,0,14333976.06,582,0.404059797,1,247.82,0,2,0,374,1,295,3,,,
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2010,Sablefish,Y,None,0,None,0,543840.1,0,0.446516113,0,0,0,0,0,0,1,NA,4,,,
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2011,Sablefish,M,None,0,None,0,691773.77,0,0.582690305,0,0,0,0,0,0,1,NA,4,,,
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2012,Sablefish,M,None,0,None,0,540815.06,0,0.511230069,0,0,0,0,0,0,1,NA,4,,,
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2013,Sablefish,Y,None,0,None,0,1253864.13,0,0.663321055,0,0,0,0,0,0,1,NA,4,,,
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2014,Sablefish,M,None,0,None,0,640077.18,NA,0.630158374,1,0,0,18,0,0,1,NA,4,,,
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2015,Sablefish,M,None,0,None,0,1303007.39,0,0.684987461,1,0,0,0,0,0,1,NA,4,,,
SE: GOM Coastal Migratory Pelagic Gillnet,Gulf of Mexico Coastal Migratory Pelagic Gillnet,SE,gillnet,gillnet,2010,"Cobia, King mackerel, Spanish mackerel",M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,724,3,,,
SE: GOM Coastal Migratory Pelagic Gillnet,Gulf of Mexico Coastal Migratory Pelagic Gillnet,SE,gillnet,gillnet,2011,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,NA,0,NA,0,0,0,2,0,0,3,724,3,0.2,0.2,0.2
SE: GOM Coastal Migratory Pelagic Gillnet,Gulf of Mexico Coastal Migratory Pelagic Gillnet,SE,gillnet,gillnet,2012,"Cobia, King mackerel, Spanish mackerel",M,None,0,None,0,NA,0,NA,0,0,0,2,0,0,3,724,3,0.366666667,0.4,0.4
SE: GOM Coastal Migratory Pelagic Gillnet,Gulf of Mexico Coastal Migratory Pelagic Gillnet,SE,gillnet,gillnet,2013,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,NA,0,NA,0,0,0,3,0,0,3,NA,3,0.333333333,0.3,0.4
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2010,"Cobia, King mackerel, Spanish mackerel",M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,NA,1,15.2485,15.2485,15.887
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2011,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,NA,0,NA,0,0,0,3,0,0,1,NA,1,6.509230769,7.93,8.31
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2012,"Cobia, King mackerel, Spanish mackerel",M,None,0,None,0,NA,0,NA,0,0,0,3,0,0,1,NA,1,6.702857143,8.075,9.64
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2013,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,NA,0,NA,1,0,0,5,0,0,1,NA,1,5.8,4.98,9.38
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2014,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,19759.05,0,5.12E-05,0,0,0,16,1615.63,0,1,NA,1,6.567692308,6.44,10.68
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2015,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,8431.56,0,2.22E-05,0,0,0,3,2540.67,0,1,NA,1,4.920714286,4.93,8.43
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2010,"Red grouper, Gag grouper, Samp, Tilefish",M,None,0,1: Gag grouper; couldn‰Ûªt find Samp,1,NA,26.5,NA,1,0,26.5,3,0,26.5,1,NA,2,2.973,2.973,2.973
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2011,"Red grouper, Gag grouper, Samp, Tilefish",M,None,0,1: Gag grouper; Samp unlisted,1,NA,30.8,NA,1,0,30.8,13,0,30.8,1,NA,2,8.890952381,9.56,14.28
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2012,"Red grouper, Gag grouper, Samp, Tilefish",M,None,0,1: Gag grouper; Samp unlisted,1,NA,12.5,NA,1,0,12.5,8,0,12.5,1,NA,2,7.435,7.305,11.45
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2013,"Red grouper, Gag grouper, Samp, Tilefish",M,None,0,1: Gag grouper; Samp unlisted,1,NA,11.9,NA,1,0,11.9,8,0,11.9,1,NA,2,9.343478261,9.81,12.81
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2014,"Red grouper, Gag grouper, Samp, Tilefish",M,Samp unlisted,0,Samp unlisted,0,1258488.35,0,0.003262531,0,0,0,17,1237920.2,0,1,NA,2,7.41425,7.725,12.37
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2015,"Red grouper, Gag grouper, Samp, Tilefish",M,Samp unlisted,0,Samp unlisted,0,1300802.5,0,0.0034213,0,0,0,19,1241195.95,0,1,5000,2,6.99375,7.47,11.09
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2010,"Red grouper, Red snapper, Vermilion snapper",M,None,0,1: Red snapper,1,NA,57,NA,0,0,0,2,0,0,1,NA,2,15.83125,10.6495,41.544
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2011,"Red grouper, Red snapper, Vermilion snapper",M,None,0,1: Red snapper,1,NA,0,NA,1,0,0,25,0,0,1,NA,2,23.42023256,23.64,34.41
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2012,"Red grouper, Red snapper, Vermilion snapper",M,None,0,1: Red snapper,1,NA,81.2,NA,1,0,81.2,20,0,81.2,1,NA,2,23.75029412,25.055,35.76
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2013,"Red grouper, Red snapper, Vermilion snapper",Y,None,0,1: Red snapper,1,NA,0,NA,0,0,0,21,0,0,1,NA,2,22.79890625,24.23,34.04
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2014,"Red grouper, Red snapper, Vermilion snapper",Y,None,0,1: Red snapper,1,3516522.6,120,0.009116305,2,402.86,120,19,2341803.46,120,1,NA,2,19.44602941,19.33,32.73
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2015,"Red grouper, Red snapper, Vermilion snapper",Y,None,0,1: Red snapper,1,2831624.58,190,0.007447585,2,0,190,22,2488812.41,190,1,NA,2,19.11028986,20.93,32.91
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2010,"Brown shrimp, Pink shrimp, White shrimp",N,None,0,None,0,229242958.1,NA,0.638945002,NA,0,NA,4,1793121.66,NA,1,18000,3,0.18,0.1,0.862
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2011,"Brown shrimp, Pink shrimp, White shrimp",M,None,0,None,0,295754322.9,NA,0.63534681,NA,0,NA,8,2118414.5,NA,2,4950,3,0.244,0.2,1
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2012,"Brown shrimp, Pink shrimp, White shrimp",N,None,0,None,0,205508264.6,NA,0.560560376,NA,0,NA,8,3362181.1,NA,2,4950,3,0.226923077,0.15,0.6
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2013,"Brown shrimp, Pink shrimp, White shrimp",N,None,0,None,0,242185080.1,NA,0.617679146,NA,0,NA,8,2910235.9,NA,2,NA,3,0.216,0.1,0.7
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2014,"Brown shrimp, Pink shrimp, White shrimp",N,None,0,None,0,254524835.9,587,0.659835409,3,0,587,19,3040256.02,587,2,4950,3,0.183214286,0.105,1
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2015,"Brown shrimp, Pink shrimp, White shrimp",N,None,0,None,0,253682920.1,508,0.667223058,3,0,508,12,2742863.93,508,2,4950,3,0.192857143,0.115,0.73
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2010,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,8107706.23,250,0.287572165,6,301.57,23,32,6213236.28,249,3,129,4,,,
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2011,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,10773586.8,334,0.320598489,4,1418.7,55,26,6863272.9,315,3,127,4,,,
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2012,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,10311105.3,379,0.309440185,3,257.9,40,25,6370585.6,343,3,124,4,,,
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2013,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,11914524.4,609,0.325008535,5,215,73,27,6732900.4,609,3,129,4,,,
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2014,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,13392313.3,363,0.379697193,3,0,104,21,8741688.7,356,3,129,4,,,
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2015,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,12516621.3,787,0.330215591,5,214.9,100,25,8014888.9,760,3,128,4,,,
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2010,Swordfish,Y,None,0,None,0,875320.73,94,0.194617139,5,0,15,28,776909.19,93,2,28,4,,,
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2011,Swordfish,Y,None,0,None,0,643771.9,100,0.155280894,3,0,32,23,408933.4,100,2,28,4,,,
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2012,Swordfish,Y,None,0,None,0,422648.1,112,0.130504741,3,43,13,21,281900.5,112,2,28,4,,,
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2013,Swordfish,Y,None,0,None,0,364443.8,92,0.137366213,2,0,17,20,239950.5,92,2,20,4,,,
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2014,Swordfish,Y,None,0,None,0,742732.5,103,0.192489611,2,0,31,21,472254.8,103,2,20,4,,,
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2015,Swordfish,Y,None,0,None,0,732962.6,99,0.21628806,2,0,18,17,517907.6,99,2,18,4,,,
NE: MA Bottom Longline,Mid-Atlantic Bottom Longline,NE,bottom longline,longline,2014,"Atlantic cod, Tilefish, Other finfish",Y,1: Atlantic cod,1,1: Atlantic cod,1,57255.24,0,0.045430771,2,0,0,23,43543,0,1,1207,3,1.128333333,1.025,1.81
NE: MA Bottom Longline,Mid-Atlantic Bottom Longline,NE,bottom longline,longline,2015,"Atlantic cod, Tilefish, Other finfish",Y,1: Atlantic cod,1,1: Atlantic cod,1,129654.74,0,0.119575662,2,0,0,44,96513.91,0,1,1207,3,0.8875,0.7,1.41
NE: MA Clam/Quahog Dredge,Mid-Atlantic Clam/Quahog Dredge,NE,"dredge, clam",dredge,2014,"Ocean quahog, Atlantic surfclam",N,None,0,None,0,NA,0,NA,0,0,0,16,0,0,1,NA,3,,,
NE: MA Clam/Quahog Dredge,Mid-Atlantic Clam/Quahog Dredge,NE,"dredge, clam",dredge,2015,"Ocean quahog, Atlantic surfclam",N,None,0,None,0,6002313.65,0,0.018999648,2,0,0,44,241146.83,0,1,NA,3,0.746071429,0.765,1.2
NE: MA Conch Pots and Traps,Mid-Atlantic Conch Pots and Traps,NE,pots and traps,pots and traps,2014,Whelks,N,Unlisted,0,Unlisted,0,330656.6,0,0.131464976,2,0,0,23,0,0,2,NA,3,2.457,0.93,14.7
NE: MA Conch Pots and Traps,Mid-Atlantic Conch Pots and Traps,NE,pots and traps,pots and traps,2015,Whelks,N,Unlisted,0,Unlisted,0,471712.54,0,0.193854748,2,0,0,44,9.26,0,2,NA,3,1.598,0.79,5.93
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2010,"Striped bass, Goosefish, Skates, Other finfish",M,None,0,None,0,1073052.87,NA,0.147513814,1,0,NA,10,82941.44,NA,3,670,4,0.864291667,0.71365,3.4549
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2011,"Striped bass, Goosefish, Skates, Other finfish",M,None,0,None,0,1706746.59,NA,0.182487246,0,0,NA,10,194597.62,NA,3,5495,4,0.554125,0.4489,1.355
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2012,"Striped bass, Goosefish, Skates, Other finfish",M,None,0,None,0,1047960,NA,0.122078958,0,0,NA,10,119121.16,NA,3,5509,4,0.649628571,0.7152,1.0136
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2013,"Striped bass, Goosefish, Skates, Other finfish",M,None,0,None,0,991492.1,NA,0.13203745,0,0,NA,10,265188.87,NA,3,5509,4,0.666177778,0.5722,1.0585
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2014,"Striped bass, Goosefish, Skates, Other finfish",M,Striped bass unlisted,0,"Striped bass unlisted, Barndoor skate rebuilding",0,1713354.54,NA,0.195802877,2,24097.03,NA,23,545774.25,NA,3,5509,4,0.74625,0.805,1.31
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2015,"Striped bass, Goosefish, Skates, Other finfish",M,Striped bass unlisted,0,"Striped bass unlisted, Barndoor skate rebuilding",0,1029145.66,NA,0.136887475,2,19375.36,NA,45,230436.18,NA,3,5509,4,0.614,0.61,1.23
NE: MA Fish Pots and Traps,Mid-Atlantic Fish Pots and Traps,NE,pots and traps,pots and traps,2014,"Black sea bass, Tautog, Other finfish",Y,Tautog unlisted,0,tautog unlisted,0,475842.73,0,0.483470183,2,0,0,23,22577.7,0,2,NA,3,0.972631579,0.92,1.75
NE: MA Fish Pots and Traps,Mid-Atlantic Fish Pots and Traps,NE,pots and traps,pots and traps,2015,"Black sea bass, Tautog, Other finfish",Y,Tautog unlisted,0,Tautog unlisted,0,160029.64,0,0.303771444,2,0,0,45,11993.58,0,2,NA,3,0.798695652,0.82,1.16
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,902646.61,NA,0.083933062,1,0,NA,10,15692.67,NA,1,233,3,0.872285714,0.7169,1.9858
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,242763.53,NA,0.058581517,0,0,NA,10,1228.12,NA,1,258,3,0.592373333,0.6068,1.0249
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2012,"Atlantic sea scallop, Goosefish",N,None,0,None,0,17330.01,NA,0.034323644,0,0,NA,10,948.22,NA,1,230,3,0.656085714,0.6408,1.0474
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2013,"Atlantic sea scallop, Goosefish",N,None,0,None,0,NA,NA,NA,0,0,NA,0,5727.13,NA,1,403,3,,,
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2014,"Atlantic sea scallop, Goosefish",N,None,0,None,0,62358.36,NA,0.02799428,2,0,NA,23,358.61,NA,1,403,3,0.563125,0.465,1.05
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2015,"Atlantic sea scallop, Goosefish",N,None,0,None,0,2460772.85,NA,0.195029015,2,0,NA,45,4437.91,NA,1,403,3,0.54,0.485,1.04
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2010,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,51917.88,NA,0.03816587,1,0,NA,10,0,NA,1,NA,3,0.601845455,0.4366,1.2048
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2011,"Summer flounder, Atlantic sea scallop",M,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,1,NA,3,,,
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2012,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,1,NA,3,,,
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2013,"Summer flounder, Atlantic sea scallop",Y,None,0,None,0,NA,NA,NA,0,0,NA,0,0,NA,1,NA,3,,,
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2014,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,NA,NA,NA,0,0,NA,16,0,NA,1,NA,3,,,
NE: MA General Category CA Scallop Trawl,Mid-Atlantic General Category Closed Area Scallop Trawl,NE,bottom trawl,trawl,2015,"Summer flounder, Atlantic sea scallop",N,None,0,None,0,299050.14,NA,0.278240311,2,0,NA,45,49.5,NA,1,NA,3,0.702857143,0.675,1.1
NE: MA General Category OA Scallop Dredge,Mid-Atlantic General Category Open Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,391981.76,NA,0.138242376,1,0,NA,10,902.9,NA,1,NA,3,0.72110625,0.7023,1.2505
