Fishery_ShortName,Fishery,Region,GearType_specific,GearType_general,Year,Target,Target_HMS,Overfished_Fm,Overfished_Fm_numeric,Overfishing_Bt,Overfishing_Bt_numeric,TotalDiscards_lbs,TotalBycatch_inds,Discard_Rate,ESA_num,ESA_discards_lbs,ESA_birdturt,IUCN_num,IUCN_discards_lbs,IUCN_birdturt,MMPA,VessPers,Fishery_Tier,CV_mean,CV_median,CV_max,NORM_TotalDiscards_lbs,NORM_TotalBycatch_inds,NORM_Discard_Rate,NORM_ESA_num,NORM_ESA_lbs,NORM_ESA_birdturt,NORM_IUCN_num,NORM_IUCN_lbs,NORM_IUCN_birdturt,NORM_MMPA,NORM_Tier,NORM_CV,mean_criteria,criteria_sd,ncrit,criteria_se
WC: C Halibut Trawl,California Halibut Trawl,WC,bottom trawl,trawl,2011,California halibut,Y,None,0,None,0,565584.09,15,0.727792719,2,479.37,0,9,16642.92,0,1,53,2,0.287954023,0.2445,0.7489,0.001912344,0.00203749,0.868203798,0.333333333,0.000276941,0,0.2,0.001491214,0,0,0.333333333,0.01165909,0.134788273,0.256595187,12,0.07407265
WC: C Halibut Trawl,California Halibut Trawl,WC,bottom trawl,trawl,2012,California halibut,Y,None,0,None,0,650521.35,0,0.803737262,1,968.82,0,5,5558.65,0,1,53,2,0.26655625,0.23535,0.7238,0.002199533,0,0.958800116,0.166666667,0.000559705,0,0.111111111,0.000498058,0,0,0.333333333,0.010792707,0.121843171,0.272191327,12,0.078574868
WC: C Halibut Trawl,California Halibut Trawl,WC,bottom trawl,trawl,2013,California halibut,Y,None,0,None,0,722416.14,0,0.795993268,2,7137.31,0,4,21226.59,0,1,53,2,0.275430189,0.226,0.8291,0.002442622,0,0.949562094,0.333333333,0.004123353,0,0.088888889,0.001901913,0,0,0.333333333,0.011152007,0.132672119,0.276110908,12,0.079706353
WC: C Halibut Trawl,California Halibut Trawl,WC,bottom trawl,trawl,2014,California halibut,Y,Undefined,0,None,0,731918.89,3,0.760852442,2,2512.74,0,16,17366.68,0,1,53,2,0.33048,0.28195,0.9824,0.002474753,0.000407498,0.907641644,0.333333333,0.001451655,0,0.355555556,0.001556063,0,0,0.333333333,0.013380942,0.149933444,0.272616723,12,0.078697669
WC: C Halibut Trawl,California Halibut Trawl,WC,bottom trawl,trawl,2015,California halibut,Y,Undefined,0,None,0,622241.49,16,0.709172985,2,9282.24,0,10,21432.69,0,1,53,2,0.243641509,0.19725,0.9923,0.002103913,0.002173322,0.845991809,0.333333333,0.005362518,0,0.222222222,0.00192038,0,0,0.333333333,0.009864902,0.135100441,0.251646372,12,0.07264405
WC: C Halibut/White Seabass and Other Species Set Gillnet,California Halibut/White Seabass and Other Species Set Gillnet (>3.5 in Mesh),WC,gillnet,gillnet,2010,"California halibut, White seabass",Y,None,0,None,0,NA,0,NA,0,0,0,9,0,0,2,58,NA,0.651571429,0.615,1.01,NA,0,NA,0,0,0,0.2,0,0,0.5,NA,0.026381747,0.122638175,0.210598384,9,0.070199461
WC: C Halibut/White Seabass and Other Species Set Gillnet,California Halibut/White Seabass and Other Species Set Gillnet (>3.5 in Mesh),WC,gillnet,gillnet,2011,"California halibut, White seabass",Y,None,0,None,0,21263,247,0.014326822,1,0,0,5,0,0,2,50,NA,0.728571429,0.76,0.99,7.19E-05,0.033550666,0.017090857,0.166666667,0,0,0.111111111,0,0,0.5,NA,0.029499432,0.113165886,0.18942826,11,0.057114769
WC: C Halibut/White Seabass and Other Species Set Gillnet,California Halibut/White Seabass and Other Species Set Gillnet (>3.5 in Mesh),WC,gillnet,gillnet,2012,"California halibut, White seabass",Y,None,0,None,0,24468,72,0.016494848,0,0,0,10,0,0,2,50,NA,0.706153846,0.71,1.04,8.27E-05,0.009779951,0.019677154,0,0,0,0.222222222,0,0,0.5,NA,0.028591757,0.106696151,0.19550508,11,0.058946999
WC: C Halibut/White Seabass and Other Species Set Gillnet,California Halibut/White Seabass and Other Species Set Gillnet (>3.5 in Mesh),WC,gillnet,gillnet,2013,"California halibut, White seabass",Y,None,0,None,0,22683,0,0.013106151,1,0,0,8,0,0,2,50,NA,0.759090909,0.77,1.02,7.67E-05,0,0.015634685,0.166666667,0,0,0.177777778,0,0,0.5,NA,0.030735147,0.115907581,0.19199928,11,0.057889961
WC: C Small-Mesh Drift Gillnet ,California Small-Mesh Drift Gillnet (Mesh Size >3.5 in and < 14 in),WC,small-mesh gillnet,gillnet,2010,"White seabass, California yellowtail",M,None,0,None,0,NA,0,NA,0,0,0,4,0,0,2,24,NA,0.795714286,0.71,0.96,NA,0,NA,0,0,0,0.088888889,0,0,0.5,NA,0.032218007,0.11211069,0.208689408,9,0.069563136
WC: C Small-Mesh Drift Gillnet ,California Small-Mesh Drift Gillnet (Mesh Size >3.5 in and < 14 in),WC,small-mesh gillnet,gillnet,2011,"White seabass, California yellowtail",M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,30,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0.5,NA,NA,0.111111111,0.223606798,8,0.079056942
WC: C Small-Mesh Drift Gillnet ,California Small-Mesh Drift Gillnet (Mesh Size >3.5 in and < 14 in),WC,small-mesh gillnet,gillnet,2012,"White seabass, California yellowtail",M,None,0,None,0,NA,5,NA,0,0,0,0,0,0,1,30,NA,NA,NA,NA,NA,0.000679163,NA,0,0,0,0,0,0,0,NA,NA,7.55E-05,0.000229599,8,8.12E-05
WC: C Small-Mesh Drift Gillnet ,California Small-Mesh Drift Gillnet (Mesh Size >3.5 in and < 14 in),WC,small-mesh gillnet,gillnet,2013,"White seabass, California yellowtail",Y,None,0,None,0,NA,0,NA,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0.5,NA,NA,0.111111111,0.223606798,8,0.079056942
WC: C/O Drift Gillnet for Swordfish and Thresher Shark,California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark,WC,large-mesh gillnet,gillnet,2010,"Swordfish, Thresher shark",Y,Thresher Shark unknown,0,Thresher Shark unknown,0,NA,0,NA,0,0,0,5,0,0,3,85,2,0.7525,0.845,1.01,NA,0,NA,0,0,0,0.111111111,0,0,1,0.333333333,0.030468285,0.224992066,0.39957203,10,0.12635577
WC: C/O Drift Gillnet for Swordfish and Thresher Shark,California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark,WC,large-mesh gillnet,gillnet,2011,"Swordfish, Thresher shark",Y,Thresher Shark unknown,0,Thresher Shark unknown,0,2488,0,0.001676393,0,0,0,6,0,0,1,NA,2,0.769411765,0.86,1.02,8.41E-06,0,0.001999815,0,0,0,0.133333333,0,0,0,0.333333333,0.031153033,0.038448302,0.096644893,12,0.027898977
WC: C/O Drift Gillnet for Swordfish and Thresher Shark,California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark,WC,large-mesh gillnet,gillnet,2012,"Swordfish, Thresher shark",Y,Thresher Shark unknown,0,Thresher Shark unknown,0,3348,0,0.002257019,1,0,0,8,0,5,2,45,2,0.751538462,0.88,0.99,1.13E-05,0,0.00269246,0.166666667,0,0,0.177777778,0,0.004099705,0.5,0.333333333,0.030429353,0.131923894,0.193858771,12,0.055962207
WC: C/O Drift Gillnet for Swordfish and Thresher Shark,California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark,WC,large-mesh gillnet,gillnet,2013,"Swordfish, Thresher shark",Y,Thresher Shark unknown,0,Thresher Shark unknown,0,4099,0,0.002368387,0,0,5,8,0,0,3,25,2,0.753181818,0.77,1,1.39E-05,0,0.002825313,0,0,0.004099705,0.177777778,0,0,1,0.333333333,0.030495892,0.196041991,0.372536364,12,0.107541985
WC: C/O Drift Gillnet for Swordfish and Thresher Shark,California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark,WC,large-mesh gillnet,gillnet,2014,"Swordfish, Thresher shark",Y,Thresher shark unknown,0,Thresher shark unknown,0,1646.8,NA,0.0017119,0,0,0,16,1569.68,0,3,19,2,NA,NA,NA,5.57E-06,NA,0.002042172,0,0,0,0.355555556,0.000140644,0,1,0.333333333,NA,0.244643388,0.401051727,10,0.126823692
WC: C/O Drift Gillnet for Swordfish and Thresher Shark,California/Oregon Drift Gillnet (Mesh Size >14 in) for Swordfish and Thresher Shark,WC,large-mesh gillnet,gillnet,2015,"Swordfish, Thresher shark",Y,Thresher shark unk,0,Thresher shark unknown,0,648.84,0,0.000739487,0,0,0,6,526.88,0,3,19,2,NA,NA,NA,2.19E-06,0,0.000882154,0,0,0,0.133333333,4.72E-05,0,1,0.333333333,NA,0.205633185,0.386877391,11,0.116647922
WC: C/O Nearshore Rockfish,California/Oregon Nearshore Rockfish,WC,trawl,trawl,2010,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod",M,Greenling unknown,0,none,0,49519.74,0,0.055035777,2,0,0,1,124.5,0,1,NA,2,NA,NA,NA,0.000167435,0,0.06565368,0.333333333,0,0,0.022222222,1.12E-05,0,0,0.333333333,NA,0.06289343,0.12874285,11,0.03881743
WC: C/O Nearshore Rockfish,California/Oregon Nearshore Rockfish,WC,trawl,trawl,2011,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod",M,Greenling unknown,0,none,0,439464.09,13.4,0.296107039,2,639.33,0,2,8305.66,0,1,NA,2,0.292973016,0.2044,0.9598,0.001485909,0.001820158,0.353234168,0.333333333,0.000369353,0,0.044444444,0.000744191,0,0,0.333333333,0.011862306,0.083125169,0.147946764,12,0.042708552
WC: C/O Nearshore Rockfish,California/Oregon Nearshore Rockfish,WC,trawl,trawl,2012,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod",M,Greenling unknown,0,none,0,386420.21,30,0.26050117,2,771.61,0,2,70427.46,0,1,NA,2,0.29617191,0.2047,0.9911,0.001306558,0.00407498,0.310758955,0.333333333,0.000445773,0,0.044444444,0.006310336,0,0,0.333333333,0.011991828,0.080461503,0.141387037,12,0.040814922
WC: C/O Nearshore Rockfish,California/Oregon Nearshore Rockfish,WC,trawl,trawl,2013,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod",M,Greenling unknown,0,none,0,534063.75,0,0.308579996,2,9700.24,0,2,118212.26,0,1,NA,2,0.272817647,0.2101,0.9665,0.001805768,0,0.368113499,0.333333333,0.005604004,0,0.044444444,0.010591879,0,0,0.333333333,0.011046227,0.08525173,0.149705197,12,0.043216168
WC: C/O Nearshore Rockfish,California/Oregon Nearshore Rockfish,WC,trawl,trawl,2014,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod",M,CA greenling; Sheepshead unlisted,0,"Nearshore rockfish unknown; CA Greenling, sheepshead unlisted",0,554119.49,58,0.301123161,2,1076.77,0,16,92399.71,0,1,NA,2,0.244321154,0.19255,0.9398,0.00187358,0.007878294,0.359218037,0.333333333,0.00062207,0,0.355555556,0.008279061,0,0,0.333333333,0.009892421,0.108460437,0.165631331,12,0.047813647
WC: C/O Nearshore Rockfish,California/Oregon Nearshore Rockfish,WC,trawl,trawl,2015,"Nearshore rockfish, Cabezon, Greenling, California sheepshead, Lingcod",M,CA greenling; Sheepshead unlisted,0,"Nearshore rockfish unknown; CA Greenling, sheepshead unlisted",0,495550.45,22,0.249737513,2,453.14,0,4,88625.54,0,1,NA,2,0.231204124,0.1799,0.8768,0.001675548,0.002988318,0.297918695,0.333333333,0.000261787,0,0.088888889,0.007940893,0,0,0.333333333,0.00936132,0.082746317,0.139349241,12,0.040226661
AK: GOA Halibut Longline,Gulf of Alaska Halibut Longline,AK,longline,longline,2010,Pacific halibut,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,2521,2,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.333333333,NA,0.033333333,0.106600358,9,0.035533453
AK: GOA Halibut Longline,Gulf of Alaska Halibut Longline,AK,longline,longline,2011,Pacific halibut,Y,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,2521,2,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.333333333,NA,0.033333333,0.106600358,9,0.035533453
AK: GOA Halibut Longline,Gulf of Alaska Halibut Longline,AK,longline,longline,2012,Pacific halibut,Y,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,2521,2,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.333333333,NA,0.033333333,0.106600358,9,0.035533453
AK: GOA Halibut Longline,Gulf of Alaska Halibut Longline,AK,longline,longline,2013,Pacific halibut,Y,None,0,None,0,21084486.15,158,0.428416454,0,0,0,2,0,69,1,2280,2,NA,NA,NA,0.071290543,0.021461559,0.511069681,0,0,0,0.044444444,0,0.056575927,0,0.333333333,NA,0.086514624,0.164514685,11,0.049603044
AK: GOA Halibut Longline,Gulf of Alaska Halibut Longline,AK,longline,longline,2014,Pacific halibut,Y,Undefined,0,None,0,11094769.32,151,0.380396791,1,0,0,17,0,33,1,1302,2,NA,NA,NA,0.037513465,0.020510731,0.453785714,0.166666667,0,0,0.377777778,0,0.027058052,0,0.333333333,NA,0.118053812,0.172630171,11,0.052049955
AK: GOA Halibut Longline,Gulf of Alaska Halibut Longline,AK,longline,longline,2015,Pacific halibut,Y,Undefined,0,None,0,10195632.39,204,0.346731327,1,0,0,1,0,19,1,855,2,NA,NA,NA,0.034473317,0.027709861,0.413625263,0.166666667,0,0,0.022222222,0,0.015578878,0,0.333333333,NA,0.084467462,0.144770534,11,0.043649958
AK: GOA Nonpelagic Trawl,Gulf of Alaska Nonpelagic Trawl,AK,trawl,trawl,2010,"Pacific cod, Arrowtooth flounder, flathead sole, rex sole, deep water flatfish (Dover sole, Greenland halibut, deepsea sole), and shallow water flatfish (yellowfin sole, rock sole, and other flatfish)",Y,None,0,None,0,36984951.08,122,0.269169697,0,0,0,0,0,0,1,,1,NA,NA,NA,0.125052952,0.016571584,0.321099878,0,0,0,0,0,0,0,0,NA,0.038560368,0.096639775,11,0.029137988
AK: GOA Nonpelagic Trawl,Gulf of Alaska Nonpelagic Trawl,AK,trawl,trawl,2011,"Pacific cod, Arrowtooth flounder, flathead sole, rex sole, deep water flatfish (Dover sole, Greenland halibut, deepsea sole), and shallow water flatfish (yellowfin sole, rock sole, and other flatfish)",Y,None,0,None,0,27743227.82,0,0.203628392,0,0,0,0,0,0,1,,1,NA,NA,NA,0.093804978,0,0.242913866,0,0,0,0,0,0,0,0,NA,0.028059904,0.073395591,11,0.022129603
AK: GOA Nonpelagic Trawl,Gulf of Alaska Nonpelagic Trawl,AK,trawl,trawl,2012,"Pacific cod, Arrowtooth flounder, flathead sole, rex sole, deep water flatfish (Dover sole, Greenland halibut, deepsea sole), and shallow water flatfish (yellowfin sole, rock sole, and other flatfish)",Y,None,0,None,0,24156266.66,0,0.200098731,0,0,0,0,0,0,1,,1,NA,NA,NA,0.0816768,0,0.238703237,0,0,0,0,0,0,0,0,NA,0.026698336,0.071315154,11,0.021502328
AK: GOA Nonpelagic Trawl,Gulf of Alaska Nonpelagic Trawl,AK,trawl,trawl,2013,"Pacific cod, Arrowtooth flounder, flathead sole, rex sole, deep water flatfish (Dover sole, Greenland halibut, deepsea sole), and shallow water flatfish (yellowfin sole, rock sole, and other flatfish)",Y,None,0,None,0,29896134.09,143,0.205232999,0,0,0,0,0,0,1,,1,NA,NA,NA,0.101084352,0.01942407,0.244828046,0,0,0,0,0,0,0,0,NA,0.030444706,0.074056248,11,0.022328799
AK: GOA Nonpelagic Trawl,Gulf of Alaska Nonpelagic Trawl,AK,trawl,trawl,2014,"Pacific cod, Arrowtooth flounder, flathead sole, rex sole, deep water flatfish (Dover sole, Greenland halibut, deepsea sole), and shallow water flatfish (yellowfin sole, rock sole, and other flatfish)",Y,None,0,None,0,23672972.38,NA,0.14773455,1,24782.4,0,16,0,0,1,NA,1,NA,NA,NA,0.080042693,NA,0.176236577,0.166666667,0.014317241,0,0.355555556,0,0,0,0,NA,0.07207443,0.117141649,10,0.037043442
AK: GOA Nonpelagic Trawl,Gulf of Alaska Nonpelagic Trawl,AK,trawl,trawl,2015,"Pacific cod, Arrowtooth flounder, flathead sole, rex sole, deep water flatfish (Dover sole, Greenland halibut, deepsea sole), and shallow water flatfish (yellowfin sole, rock sole, and other flatfish)",Y,None,0,None,0,13226052.08,0,0.126549126,1,23652.84,0,0,0,0,1,NA,1,NA,NA,NA,0.044719725,0,0.150963906,0.166666667,0.013664674,0,0,0,0,0,0,NA,0.031334581,0.061498356,11,0.018542452
AK: GOA Pacific Cod Jig,Gulf of Alaska Pacific Cod Jig,AK,line,line,2010,Pacific cod,M,None,0,None,0,485.02,0,0.000511775,0,0,0,0,0,0,1,NA,4,NA,NA,NA,1.64E-06,0,0.00061051,0,0,0,0,0,0,0,1,NA,0.083384346,0.290871103,11,0.087700937
AK: GOA Pacific Cod Jig,Gulf of Alaska Pacific Cod Jig,AK,line,line,2011,Pacific cod,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,NA,4,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,NA,0.1,0.319801075,9,0.106600358
AK: GOA Pacific Cod Jig,Gulf of Alaska Pacific Cod Jig,AK,line,line,2012,Pacific cod,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,NA,4,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,NA,0.1,0.319801075,9,0.106600358
AK: GOA Pacific Cod Jig,Gulf of Alaska Pacific Cod Jig,AK,line,line,2013,Pacific cod,M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,NA,4,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,NA,0.1,0.319801075,9,0.106600358
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2010,Pacific cod,M,None,0,None,0,6350906.7,180,0.146400369,0,0,0,2,0,18,1,440,2,NA,NA,NA,0.021473589,0.024449878,0.174644996,0,0,0,0.044444444,0,0.014758937,0,0.333333333,NA,0.051092098,0.102374517,11,0.030867078
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2011,Pacific cod,M,None,0,None,0,4423792.64,54,0.111660977,0,0,0,0,0,0,1,440,2,NA,NA,NA,0.01495766,0.007334963,0.133203427,0,0,0,0,0,0,0,0.333333333,NA,0.040735782,0.100407914,11,0.030274125
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2012,Pacific cod,M,None,0,None,0,3853626.33,77,0.104188268,0,0,0,0,0,0,1,440,2,NA,NA,NA,0.013029822,0.010459114,0.124289028,0,0,0,0,0,0,0,0.333333333,NA,0.040092608,0.099637359,11,0.030041794
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2013,Pacific cod,M,None,0,None,0,4481520.19,39,0.152868088,0,0,0,0,0,0,1,107,2,NA,NA,NA,0.015152848,0.005297474,0.182360514,0,0,0,0,0,0,0,0.333333333,NA,0.044678681,0.105540335,11,0.031821608
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2014,Pacific cod,Y,None,0,None,0,6033442.38,74,0.167677973,1,0,0,18,0,14,1,107,2,NA,NA,NA,0.020400183,0.010051616,0.20002763,0.166666667,0,0,0.4,0,0.011479173,0,0.333333333,NA,0.095163217,0.145985182,11,0.044016189
AK: GOA Pacific Cod Longline,Gulf of Alaska Pacific Cod Longline,AK,longline,longline,2015,Pacific cod,M,None,0,None,0,5107606.71,53,0.161775816,1,0,0,0,0,0,1,92,2,NA,NA,NA,0.017269762,0.007199131,0.192986786,0.166666667,0,0,0,0,0,0,0.333333333,NA,0.059787973,0.111045787,11,0.033481564
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2010,Pollock,M,None,0,None,0,3246082.21,0,0.018761232,0,0,0,0,0,0,1,62,2,NA,NA,NA,0.010975604,0,0.022380786,0,0,0,0,0,0,0,0.333333333,NA,0.030557477,0.096329896,11,0.029044556
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2011,Pollock,M,None,0,None,0,4776789.18,0,0.026649196,0,0,0,0,0,0,1,62,2,NA,NA,NA,0.016151207,0,0.031790553,0,0,0,0,0,0,0,0.333333333,NA,0.031772924,0.096205735,11,0.02900712
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2012,Pollock,M,None,0,None,0,3315530.65,0,0.014858509,0,0,0,0,0,0,1,62,2,NA,NA,NA,0.011210422,0,0.017725121,0,0,0,0,0,0,0,0.333333333,NA,0.030189073,0.09637159,11,0.029057128
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2013,Pollock,Y,None,0,None,0,4682913.87,0,0.022563004,0,0,0,0,0,0,1,62,2,NA,NA,NA,0.015833797,0,0.026916023,0,0,0,0,0,0,0,0.333333333,NA,0.031340263,0.096220779,11,0.029011656
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2014,Pollock,M,None,0,None,0,6015793.27,NA,0.018983393,1,74079.41,0,16,0,0,1,62,2,NA,NA,NA,0.020340508,NA,0.022645808,0.166666667,0.042797017,0,0.355555556,0,0,0,0.333333333,NA,0.085576263,0.138196581,10,0.043701596
AK: GOA Pollock Trawl,Gulf of Alaska Pollock Trawl,AK,midwater trawl,trawl,2015,Pollock,M,None,0,None,0,5265135.36,0,0.01441831,1,91026.62,0,0,0,0,1,67,2,NA,NA,NA,0.017802395,0,0.017199996,0.166666667,0.052587727,0,0,0,0,0,0.333333333,NA,0.048965843,0.102354712,11,0.030861107
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2010,Pacific cod,M,None,0,None,0,3151941.8,0,0.065790345,0,0,0,0,0,0,1,154,2,NA,NA,NA,0.010657297,0,0.078483098,0,0,0,0,0,0,0,0.333333333,NA,0.035206144,0.097275476,11,0.02932966
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2011,Pacific cod,M,None,0,None,0,3668147.46,37,0.053483907,0,0,0,0,0,0,1,154,2,NA,NA,NA,0.012402684,0.005025808,0.063802412,0,0,0,0,0,0,0,0.333333333,NA,0.03454702,0.096574715,11,0.029118372
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2012,Pacific cod,M,None,0,None,0,2483245.81,0,0.049852465,0,0,0,0,0,0,1,154,2,NA,NA,NA,0.008396313,0,0.059470366,0,0,0,0,0,0,0,0.333333333,NA,0.033433334,0.096701704,11,0.029156661
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2013,Pacific cod,M,None,0,None,0,3319027.43,65,0.080832307,0,0,0,0,0,0,1,NA,2,NA,NA,NA,0.011222245,0.008829123,0.096427065,0,0,0,0,0,0,0,0.333333333,NA,0.037484314,0.097862838,11,0.029506756
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2014,Pacific cod,Y,None,0,None,0,4026371.88,39,0.08264142,1,0,0,16,0,0,1,154,2,NA,NA,NA,0.013613907,0.005297474,0.098585205,0.166666667,0,0,0.355555556,0,0,0,0.333333333,NA,0.081087678,0.134623765,11,0.040590593
AK: GOA Pot,Gulf of Alaska Pot,AK,pots and traps,pots and traps,2015,Pacific cod,Y,None,0,None,0,4191825.35,39,0.083639337,1,0,0,0,0,0,1,128,2,NA,NA,NA,0.014173336,0.005297474,0.099775648,0.166666667,0,0,0,0,0,0,0.333333333,NA,0.051603871,0.103975219,11,0.031349708
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2010,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,7102255.92,0,0.111179842,0,0,0,0,0,0,1,34,1,NA,NA,NA,0.024014039,0,0.132629468,0,0,0,0,0,0,0,0,NA,0.013053626,0.038577575,11,0.011631577
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2011,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,5828297.84,27,0.107089289,0,0,0,0,0,0,1,10,1,NA,NA,NA,0.019706552,0.003667482,0.127749736,0,0,0,0,0,0,0,0,NA,0.012593647,0.03698473,11,0.011151316
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2012,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,5213373.09,60,0.083215396,0,0,0,1,0,60,1,34,1,NA,NA,NA,0.017627377,0.008149959,0.099269917,0,0,0,0.022222222,0,0.049196458,0,0,NA,0.016372161,0.030274451,11,0.009128091
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2013,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,6904955.57,0,0.122065227,0,0,0,0,0,100,1,34,1,NA,NA,NA,0.02334693,0,0.145614941,0,0,0,0,0,0.081994096,0,0,NA,0.020912997,0.046300271,11,0.013960057
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2014,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,4368160.05,20,0.063534246,2,8638.9,0,32,0,0,1,#REF!,1,NA,NA,NA,0.014769556,0.002716653,0.075791736,0.333333333,0.004990849,0,0.711111111,0,0,0,0,NA,0.095226103,0.217814772,11,0.065673625
AK: GOA Rockfish Trawl,"Gulf of Alaska Rockfish (Northern Rockfish, Pelagic Shelf Rockfish, Pacific Ocean Perch) Trawl",AK,bottom trawl,trawl,2015,"Pacific ocean perch, Northern rockfish, Pelagic shelf rockfish",M,None,0,None,0,6348643.55,0,0.087372556,2,13202.17,0,0,0,0,1,582,1,NA,NA,NA,0.021465937,0,0.104229107,0.333333333,0.007627133,0,0,0,0,0,0,NA,0.038887959,0.098142673,11,0.029591129
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2010,Sablefish,Y,None,0,None,0,11343668.03,234,0.38376235,0,0,0,2,0,379,1,291,2,NA,NA,NA,0.038355037,0.031784841,0.457800581,0,0,0,0.044444444,0,0.310757625,0,0.333333333,NA,0.101372989,0.165966174,11,0.050040684
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2011,Sablefish,M,None,0,None,0,17012077.23,1766,0.452675945,0,0,0,2,0,98,1,291,2,NA,NA,NA,0.057520976,0.239880467,0.540009489,0,0,0,0.044444444,0,0.080354214,0,0.333333333,NA,0.10796191,0.175096144,11,0.052793474
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2012,Sablefish,M,None,0,None,0,18704643.7,124,0.440892461,0,0,0,2,0,254,1,291,2,NA,NA,NA,0.063243856,0.016843249,0.52595265,0,0,0,0.044444444,0,0.208265005,0,0.333333333,NA,0.099340211,0.17158501,11,0.051734827
