Fishery_ShortName,Fishery,Region,GearType_specific,GearType_general,Year,Target,Target_HMS,Overfished_Fm,Overfished_Fm_numeric,Overfishing_Bt,Overfishing_Bt_numeric,TotalDiscards_lbs,TotalBycatch_inds,Discard_Rate,ESA_num,ESA_discards_lbs,ESA_birdturt,IUCN_num,IUCN_discards_lbs,IUCN_birdturt,MMPA,VessPers,Fishery_Tier,CV_mean,CV_median,CV_max,NORM_TotalDiscards_lbs,NORM_TotalBycatch_inds,NORM_Discard_Rate,NORM_ESA_num,NORM_ESA_lbs,NORM_ESA_birdturt,NORM_IUCN_num,NORM_IUCN_lbs,NORM_IUCN_birdturt,NORM_MMPA,NORM_Tier,NORM_CV,mean_criteria,criteria_sd,ncrit,criteria_se
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2013,Sablefish,Y,None,0,None,0,27420165.12,497,0.516416197,0,0,0,2,0,0,1,291,2,NA,NA,NA,0.092712644,0.067508829,0.616046976,0,0,0,0.044444444,0,0,0,0.333333333,NA,0.096170519,0.190892998,11,0.057556405
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2014,Sablefish,M,None,0,None,0,13869309.3,25,0.38503824,1,386.85,0,16,0,287,1,291,2,NA,NA,NA,0.046894697,0.003395816,0.459322625,0.166666667,0.00022349,0,0.355555556,0,0.235323057,0,0.333333333,NA,0.133392937,0.171961385,11,0.051848308
AK: GOA Sablefish Longline,Gulf of Alaska Sablefish Longline,AK,longline,longline,2015,Sablefish,M,None,0,None,0,14333976.06,582,0.404059797,1,247.82,0,2,0,374,1,295,2,NA,NA,NA,0.048465821,0.079054605,0.48201396,0.166666667,0.00014317,0,0.044444444,0,0.306657921,0,0.333333333,NA,0.12173166,0.165858927,11,0.050008348
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2010,Sablefish,Y,None,0,None,0,543840.1,0,0.446516113,0,0,0,0,0,0,1,NA,1,NA,NA,NA,0.001838824,0,0.532661258,0,0,0,0,0,0,0,0,NA,0.044541673,0.154896651,11,0.046703098
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2011,Sablefish,M,None,0,None,0,691773.77,0,0.582690305,0,0,0,0,0,0,1,NA,1,NA,NA,NA,0.002339015,0,0.695107168,0,0,0,0,0,0,0,0,NA,0.058120515,0.202137085,11,0.060946624
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2012,Sablefish,M,None,0,None,0,540815.06,0,0.511230069,0,0,0,0,0,0,1,NA,1,NA,NA,NA,0.001828596,0,0.609860302,0,0,0,0,0,0,0,0,NA,0.050974075,0.177353013,11,0.053473946
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2013,Sablefish,Y,None,0,None,0,1253864.13,0,0.663321055,0,0,0,0,0,0,1,NA,1,NA,NA,NA,0.004239546,0,0.79129379,0,0,0,0,0,0,0,0,NA,0.066294445,0.23006843,11,0.069368242
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2014,Sablefish,M,None,0,None,0,640077.18,NA,0.630158374,1,0,0,18,0,0,1,NA,1,NA,NA,NA,0.002164219,NA,0.751733123,0.166666667,0,0,0.4,0,0,0,0,NA,0.120051274,0.246039882,10,0.077804642
AK: GOA Sablefish Trawl,Gulf of Alaska Sablefish Trawl,AK,trawl,trawl,2015,Sablefish,M,None,0,None,0,1303007.39,0,0.684987461,1,0,0,0,0,0,1,NA,1,NA,NA,NA,0.004405709,0,0.817140237,0.166666667,0,0,0,0,0,0,0,NA,0.082351051,0.238095328,11,0.071788443
SE: GOM Coastal Migratory Pelagic Gillnet,Gulf of Mexico Coastal Migratory Pelagic Gillnet,SE,gillnet,gillnet,2010,"Cobia, King mackerel, Spanish mackerel",M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,724,2,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0.333333333,NA,0.033333333,0.106600358,9,0.035533453
SE: GOM Coastal Migratory Pelagic Gillnet,Gulf of Mexico Coastal Migratory Pelagic Gillnet,SE,gillnet,gillnet,2011,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,NA,0,NA,0,0,0,2,0,0,3,724,2,0.2,0.2,0.2,NA,0,NA,0,0,0,0.044444444,0,0,1,0.333333333,0.008097883,0.216897787,0.403138949,10,0.127483729
SE: GOM Coastal Migratory Pelagic Gillnet,Gulf of Mexico Coastal Migratory Pelagic Gillnet,SE,gillnet,gillnet,2012,"Cobia, King mackerel, Spanish mackerel",M,None,0,None,0,NA,0,NA,0,0,0,2,0,0,3,724,2,0.366666667,0.4,0.4,NA,0,NA,0,0,0,0.044444444,0,0,1,0.333333333,0.014846119,0.217511263,0.402788038,10,0.127372761
SE: GOM Coastal Migratory Pelagic Gillnet,Gulf of Mexico Coastal Migratory Pelagic Gillnet,SE,gillnet,gillnet,2013,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,NA,0,NA,0,0,0,3,0,0,3,NA,2,0.333333333,0.3,0.4,NA,0,NA,0,0,0,0.066666667,0,0,1,0.333333333,0.013496472,0.21940877,0.401941464,10,0.127105051
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2010,"Cobia, King mackerel, Spanish mackerel",M,None,0,None,0,NA,0,NA,0,0,0,0,0,0,1,NA,4,15.2485,15.2485,15.887,NA,0,NA,0,0,0,0,0,0,0,1,0.617402857,0.147036623,0.341253913,10,0.107913962
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2011,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,NA,0,NA,0,0,0,3,0,0,1,NA,4,6.509230769,7.93,8.31,NA,0,NA,0,0,0,0.066666667,0,0,0,1,0.263554951,0.120929238,0.304951008,10,0.096433976
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2012,"Cobia, King mackerel, Spanish mackerel",M,None,0,None,0,NA,0,NA,0,0,0,3,0,0,1,NA,4,6.702857143,8.075,9.64,NA,0,NA,0,0,0,0.066666667,0,0,0,1,0.27139477,0.121641949,0.305333558,10,0.096554949
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2013,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,NA,0,NA,1,0,0,5,0,0,1,NA,4,5.8,4.98,9.38,NA,0,NA,0.166666667,0,0,0.111111111,0,0,0,1,0.234838612,0.137510581,0.300616505,10,0.095063286
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2014,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,19759.05,0,5.12E-05,0,0,0,16,1615.63,0,1,NA,4,6.567692308,6.44,10.68,6.68E-05,0,6.11E-05,0,0,0,0.355555556,0.000144761,0,0,1,0.265922025,0.124750018,0.289790253,12,0.08365524
SE: GOM Coastal Migratory Pelagic Troll,Gulf of Mexico Coastal Migratory Pelagic Troll,SE,troll,troll,2015,"Cobia, King mackerel, Spanish mackerel",Y,None,0,None,0,8431.56,0,2.22E-05,0,0,0,3,2540.67,0,1,NA,4,4.920714286,4.93,8.43,2.85E-05,0,2.65E-05,0,0,0,0.066666667,0.000227645,0,0,1,0.199236847,0.097398935,0.278802987,12,0.08048349
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2010,"Red grouper, Gag grouper, Samp, Tilefish",M,None,0,1: Gag grouper; couldn‰Ûªt find Samp,1,NA,26.5,NA,1,0,26.5,3,0,26.5,1,NA,3,2.973,2.973,2.973,NA,0.003599565,NA,0.166666667,0,0.021728436,0.066666667,0,0.021728436,0,0.666666667,0.120375033,0.097039225,0.198928712,10,0.062906782
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2011,"Red grouper, Gag grouper, Samp, Tilefish",M,None,0,1: Gag grouper; Samp unlisted,1,NA,30.8,NA,1,0,30.8,13,0,30.8,1,NA,3,8.890952381,9.56,14.28,NA,0.004183646,NA,0.166666667,0,0.025254182,0.288888889,0,0.025254182,0,0.666666667,0.359989468,0.139718518,0.219218652,10,0.069323025
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2012,"Red grouper, Gag grouper, Samp, Tilefish",M,None,0,1: Gag grouper; Samp unlisted,1,NA,12.5,NA,1,0,12.5,8,0,12.5,1,NA,3,7.435,7.305,11.45,NA,0.001697908,NA,0.166666667,0,0.010249262,0.177777778,0,0.010249262,0,0.666666667,0.301038807,0.121304214,0.20995655,10,0.066394091
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2013,"Red grouper, Gag grouper, Samp, Tilefish",M,None,0,1: Gag grouper; Samp unlisted,1,NA,11.9,NA,1,0,11.9,8,0,11.9,1,NA,3,9.343478261,9.81,12.81,NA,0.001616409,NA,0.166666667,0,0.009757297,0.177777778,0,0.009757297,0,0.666666667,0.378311976,0.12823219,0.217921126,10,0.068912711
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2014,"Red grouper, Gag grouper, Samp, Tilefish",M,Samp unlisted,0,Samp unlisted,0,1258488.35,0,0.003262531,0,0,0,17,1237920.2,0,1,NA,3,7.41425,7.725,12.37,0.004255182,0,0.003891962,0,0,0,0.377777778,0.110918279,0,0,0.666666667,0.300198651,0.112592963,0.210481256,12,0.060760705
SE: GOM Reef Fish Bottom Longline,Gulf of Mexico Reef Fish Bottom Longline,SE,bottom longline,longline,2015,"Red grouper, Gag grouper, Samp, Tilefish",M,Samp unlisted,0,Samp unlisted,0,1300802.5,0,0.0034213,0,0,0,19,1241195.95,0,1,5000,3,6.99375,7.47,11.09,0.004398254,0,0.004081362,0,0,0,0.422222222,0.111211788,0,0,0.666666667,0.283172852,0.114750242,0.214319571,12,0.061868731
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2010,"Red grouper, Red snapper, Vermilion snapper",M,None,0,1: Red snapper,1,NA,57,NA,0,0,0,2,0,0,1,NA,3,15.83125,10.6495,41.544,NA,0.007742461,NA,0,0,0,0.044444444,0,0,0,0.666666667,0.640998064,0.123622876,0.264955341,10,0.083786235
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2011,"Red grouper, Red snapper, Vermilion snapper",M,None,0,1: Red snapper,1,NA,0,NA,1,0,0,25,0,0,1,NA,3,23.42023256,23.64,34.41,NA,0,NA,0.166666667,0,0,0.555555556,0,0,0,0.666666667,0.948271535,0.212469129,0.34719238,10,0.109791871
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2012,"Red grouper, Red snapper, Vermilion snapper",M,None,0,1: Red snapper,1,NA,81.2,NA,1,0,81.2,20,0,81.2,1,NA,3,23.75029412,25.055,35.76,NA,0.011029612,NA,0.166666667,0,0.066579206,0.444444444,0,0.066579206,0,0.666666667,0.961635534,0.216691031,0.332732237,10,0.105219172
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2013,"Red grouper, Red snapper, Vermilion snapper",Y,None,0,1: Red snapper,1,NA,0,NA,0,0,0,21,0,0,1,NA,3,22.79890625,24.23,34.04,NA,0,NA,0,0,0,0.466666667,0,0,0,0.666666667,0.923114395,0.186949794,0.339239471,10,0.10727694
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2014,"Red grouper, Red snapper, Vermilion snapper",Y,None,0,1: Red snapper,1,3516522.6,120,0.009116305,2,402.86,120,19,2341803.46,120,1,NA,3,19.44602941,19.33,32.73,0.011890013,0.016299919,0.010875089,0.333333333,0.00023274,0.098392916,0.422222222,0.209826781,0.098392916,0,0.666666667,0.787358371,0.204268536,0.27181625,12,0.078466593
SE: GOM Reef Fish Vertical Line,Gulf of Mexico Reef Fish Vertical Line,SE,line,line,2015,"Red grouper, Red snapper, Vermilion snapper",Y,None,0,1: Red snapper,1,2831624.58,190,0.007447585,2,0,190,22,2488812.41,190,1,NA,3,19.11028986,20.93,32.91,0.009574246,0.025808204,0.008884427,0.333333333,0,0.155788783,0.488888889,0.222998857,0.155788783,0,0.666666667,0.773764472,0.218576666,0.271203417,12,0.078289683
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2010,"Brown shrimp, Pink shrimp, White shrimp",N,None,0,None,0,229242958.1,NA,0.638945002,NA,0,NA,4,1793121.66,NA,1,18000,2,0.18,0.1,0.862,0.775112789,NA,0.762214931,NA,0,NA,0.088888889,0.160664612,NA,0,0.333333333,0.007288095,0.236389183,0.32543559,8,0.115058856
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2011,"Brown shrimp, Pink shrimp, White shrimp",M,None,0,None,0,295754322.9,NA,0.63534681,NA,0,NA,8,2118414.5,NA,2,4950,2,0.244,0.2,1,1,NA,0.75792255,NA,0,NA,0.177777778,0.189811016,NA,0.5,0.333333333,0.009879417,0.385413788,0.343252288,8,0.12135801
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2012,"Brown shrimp, Pink shrimp, White shrimp",N,None,0,None,0,205508264.6,NA,0.560560376,NA,0,NA,8,3362181.1,NA,2,4950,2,0.226923077,0.15,0.6,0.694861406,NA,0.668707772,NA,0,NA,0.177777778,0.301253136,NA,0.5,0.333333333,0.009187983,0.353902379,0.262597166,8,0.092842118
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2013,"Brown shrimp, Pink shrimp, White shrimp",N,None,0,None,0,242185080.1,NA,0.617679146,NA,0,NA,8,2910235.9,NA,2,NA,2,0.216,0.1,0.7,0.818872494,NA,0.736846311,NA,0,NA,0.177777778,0.260758616,NA,0.5,0.333333333,0.008745714,0.370703805,0.297307296,8,0.105114002
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2014,"Brown shrimp, Pink shrimp, White shrimp",N,None,0,None,0,254524835.9,587,0.659835409,3,0,587,19,3040256.02,587,2,4950,2,0.183214286,0.105,1,0.860595488,0.079733768,0.787135668,0.5,0,0.481305346,0.422222222,0.272408485,0.481305346,0.5,0.333333333,0.007418239,0.4019583,0.266778878,12,0.077012429
SE: GOM Shrimp Trawl,Gulf of Mexico Shrimp Trawl,SE,trawl,trawl,2015,"Brown shrimp, Pink shrimp, White shrimp",N,None,0,None,0,253682920.1,508,0.667223058,3,0,508,12,2742863.93,508,2,4950,2,0.192857143,0.115,0.73,0.857748815,0.069002988,0.795948596,0.5,0,0.41653001,0.266666667,0.245762003,0.41653001,0.5,0.333333333,0.007808673,0.377640853,0.269398521,12,0.077768654
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2010,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,8107706.23,250,0.287572165,6,301.57,23,32,6213236.28,249,3,129,1,NA,NA,NA,0.027413652,0.033958164,0.343052684,1,0.000174222,0.018858642,0.711111111,0.55670913,0.2041653,1,0,NA,0.407953576,0.427528092,11,0.12890457
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2011,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,10773586.8,334,0.320598489,4,1418.7,55,26,6863272.9,315,3,127,1,NA,NA,NA,0.036427487,0.045368106,0.382450687,0.666666667,0.000819609,0.045096753,0.577777778,0.614952742,0.258281404,1,0,NA,0.385653436,0.383115934,11,0.1155138
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2012,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,10311105.3,379,0.309440185,3,257.9,40,25,6370585.6,343,3,124,1,NA,NA,NA,0.034863752,0.051480576,0.369139642,0.5,0.000148994,0.032797639,0.555555556,0.570807709,0.281239751,1,0,NA,0.366336135,0.37140135,11,0.11198172
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2013,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,11914524.4,609,0.325008535,5,215,73,27,6732900.4,609,3,129,1,NA,NA,NA,0.040285208,0.082722086,0.387711552,0.833333333,0.000124209,0.05985569,0.6,0.603271299,0.499344047,1,0,NA,0.425553952,0.391086061,11,0.117916884
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2014,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,13392313.3,363,0.379697193,3,0,104,21,8741688.7,356,3,129,1,NA,NA,NA,0.045281885,0.049307253,0.452951144,0.5,0,0.08527386,0.466666667,0.783259752,0.291898983,1,0,NA,0.389553295,0.379762122,11,0.114502588
PI: HB Deep-Set Pelagic Longline for Tuna,Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna,PI,deep-set longline,longline,2015,"Yellowfin tuna, Bigeye tuna, Albacore tuna",Y,1: Bigeye tuna,1,None,0,12516621.3,787,0.330215591,5,214.9,100,25,8014888.9,760,3,128,1,NA,NA,NA,0.042321009,0.106900299,0.393923191,0.833333333,0.000124152,0.081994096,0.555555556,0.718138121,0.623155133,1,0,NA,0.446287074,0.39522331,11,0.119164312
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2010,Swordfish,Y,None,0,None,0,875320.73,94,0.194617139,5,0,15,28,776909.19,93,2,28,1,NA,NA,NA,0.002959621,0.012768269,0.232164097,0.833333333,0,0.012299114,0.622222222,0.069611458,0.07625451,0.5,0,NA,0.238467719,0.298316265,11,0.089945738
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2011,Swordfish,Y,None,0,None,0,643771.9,100,0.155280894,3,0,32,23,408933.4,100,2,28,1,NA,NA,NA,0.002176712,0.013583265,0.185238816,0.5,0,0.026238111,0.511111111,0.036640641,0.081994096,0.5,0,NA,0.196415229,0.233675106,11,0.070455695
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2012,Swordfish,Y,None,0,None,0,422648.1,112,0.130504741,3,43,13,21,281900.5,112,2,28,1,NA,NA,NA,0.001429051,0.015213257,0.155682667,0.5,2.48E-05,0.010659233,0.466666667,0.025258428,0.091833388,0.5,0,NA,0.188897294,0.230032857,11,0.069357516
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2013,Swordfish,Y,None,0,None,0,364443.8,92,0.137366213,2,0,17,20,239950.5,92,2,20,1,NA,NA,NA,0.001232252,0.012496604,0.163867905,0.333333333,0,0.013938996,0.444444444,0.021499687,0.075434569,0.5,0,NA,0.172187316,0.211852836,11,0.063876033
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2014,Swordfish,Y,None,0,None,0,742732.5,103,0.192489611,2,0,31,21,472254.8,103,2,20,1,NA,NA,NA,0.002511316,0.013990763,0.22962611,0.333333333,0,0.02541817,0.466666667,0.04231427,0.084453919,0.5,0,NA,0.183192879,0.212386997,11,0.064037089
PI: HB Shallow-Set Pelagic Longline for Swordfish,Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish,PI,shallow-set longline,longline,2015,Swordfish,Y,None,0,None,0,732962.6,99,0.21628806,2,0,18,17,517907.6,99,2,18,1,NA,NA,NA,0.002478282,0.013447433,0.25801593,0.333333333,0,0.014758937,0.377777778,0.046404784,0.081174155,0.5,0,NA,0.177282553,0.204352092,11,0.061614474
NE: MA Bottom Longline,Mid-Atlantic Bottom Longline,NE,bottom longline,longline,2014,"Atlantic cod, Tilefish, Other finfish",Y,1: Atlantic cod,1,1: Atlantic cod,1,57255.24,0,0.045430771,2,0,0,23,43543,0,1,1207,2,1.128333333,1.025,1.81,0.000193591,0,0.054195607,0.333333333,0,0,0.511111111,0.003901475,0,0,0.333333333,0.045685557,0.098596462,0.174838695,12,0.050471584
NE: MA Bottom Longline,Mid-Atlantic Bottom Longline,NE,bottom longline,longline,2015,"Atlantic cod, Tilefish, Other finfish",Y,1: Atlantic cod,1,1: Atlantic cod,1,129654.74,0,0.119575662,2,0,0,44,96513.91,0,1,1207,2,0.8875,0.7,1.41,0.000438387,0,0.142645071,0.333333333,0,0,0.977777778,0.008647695,0,0,0.333333333,0.035934357,0.140931535,0.281959566,12,0.081394716
NE: MA Clam/Quahog Dredge,Mid-Atlantic Clam/Quahog Dredge,NE,"dredge, clam",dredge,2014,"Ocean quahog, Atlantic surfclam",N,None,0,None,0,NA,0,NA,0,0,0,16,0,0,1,NA,2,NA,NA,NA,NA,0,NA,0,0,0,0.355555556,0,0,0,0.333333333,NA,0.068888889,0.146967094,9,0.048989031
NE: MA Clam/Quahog Dredge,Mid-Atlantic Clam/Quahog Dredge,NE,"dredge, clam",dredge,2015,"Ocean quahog, Atlantic surfclam",N,None,0,None,0,6002313.65,0,0.018999648,2,0,0,44,241146.83,0,1,NA,2,0.746071429,0.765,1.2,0.020294931,0,0.022665199,0.333333333,0,0,0.977777778,0.021606879,0,0,0.333333333,0.030207996,0.133786111,0.282872686,12,0.081658311
NE: MA Conch Pots and Traps,Mid-Atlantic Conch Pots and Traps,NE,pots and traps,pots and traps,2014,Whelks,N,Unlisted,0,Unlisted,0,330656.6,0,0.131464976,2,0,0,23,0,0,2,NA,2,2.457,0.93,14.7,0.001118011,0,0.156828158,0.333333333,0,0,0.511111111,0,0,0.5,0.333333333,0.099482495,0.187323572,0.217767868,12,0.062864168
NE: MA Conch Pots and Traps,Mid-Atlantic Conch Pots and Traps,NE,pots and traps,pots and traps,2015,Whelks,N,Unlisted,0,Unlisted,0,471712.54,0,0.193854748,2,0,0,44,9.26,0,2,NA,2,1.598,0.79,5.93,0.001594947,0,0.23125462,0.333333333,0,0,0.977777778,8.30E-07,0,0.5,0.333333333,0.064702086,0.226307456,0.300560772,12,0.086764421
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2010,"Striped bass, Goosefish, Skates, Other finfish",M,None,0,None,0,1073052.87,NA,0.147513814,1,0,NA,10,82941.44,NA,3,670,1,0.864291667,0.71365,3.4549,0.00362819,NA,0.175973255,0.166666667,0,NA,0.222222222,0.007431595,NA,1,0,0.034994665,0.261091659,0.402793026,9,0.134264342
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2011,"Striped bass, Goosefish, Skates, Other finfish",M,None,0,None,0,1706746.59,NA,0.182487246,0,0,NA,10,194597.62,NA,3,5495,1,0.554125,0.4489,1.355,0.005770826,NA,0.217694016,0,0,NA,0.222222222,0.017436046,NA,1,0,0.022436198,0.248555931,0.410073939,9,0.136691313
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2012,"Striped bass, Goosefish, Skates, Other finfish",M,None,0,None,0,1047960,NA,0.122078958,0,0,NA,10,119121.16,NA,3,5509,1,0.649628571,0.7152,1.0136,0.003543346,NA,0.145631321,0,0,NA,0.222222222,0.010673317,NA,1,0,0.026303081,0.240837329,0.411673875,9,0.137224625
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2013,"Striped bass, Goosefish, Skates, Other finfish",M,None,0,None,0,991492.1,NA,0.13203745,0,0,NA,10,265188.87,NA,3,5509,1,0.666177778,0.5722,1.0585,0.003352418,NA,0.157511078,0,0,NA,0.222222222,0.023761058,NA,1,0,0.026973149,0.243381992,0.410535666,9,0.136845222
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2014,"Striped bass, Goosefish, Skates, Other finfish",M,Striped bass unlisted,0,"Striped bass unlisted, Barndoor skate rebuilding",0,1713354.54,NA,0.195802877,2,24097.03,NA,23,545774.25,NA,3,5509,1,0.74625,0.805,1.31,0.005793168,NA,0.233578596,0.333333333,0.013921291,NA,0.511111111,0.04890165,NA,1,0,0.030215227,0.317685438,0.401870055,9,0.133956685
NE: MA Extra-Large-Mesh Gillnet,Mid-Atlantic Extra-Large-Mesh Gillnet,NE,extra-large-mesh gillnet,gillnet,2015,"Striped bass, Goosefish, Skates, Other finfish",M,Striped bass unlisted,0,"Striped bass unlisted, Barndoor skate rebuilding",0,1029145.66,NA,0.136887475,2,19375.36,NA,45,230436.18,NA,3,5509,1,0.614,0.61,1.23,0.003479732,NA,0.163296805,0.333333333,0.011193496,NA,1,0.020647199,NA,1,0,0.024860501,0.355681107,0.461453757,9,0.153817919
NE: MA Fish Pots and Traps,Mid-Atlantic Fish Pots and Traps,NE,pots and traps,pots and traps,2014,"Black sea bass, Tautog, Other finfish",Y,Tautog unlisted,0,tautog unlisted,0,475842.73,0,0.483470183,2,0,0,23,22577.7,0,2,NA,2,0.972631579,0.92,1.75,0.001608912,0,0.576744776,0.333333333,0,0,0.511111111,0.002022973,0,0.5,0.333333333,0.039381284,0.215195056,0.245785641,12,0.070952203
NE: MA Fish Pots and Traps,Mid-Atlantic Fish Pots and Traps,NE,pots and traps,pots and traps,2015,"Black sea bass, Tautog, Other finfish",Y,Tautog unlisted,0,Tautog unlisted,0,160029.64,0,0.303771444,2,0,0,45,11993.58,0,2,NA,2,0.798695652,0.82,1.16,0.00054109,0,0.362377246,0.333333333,0,0,1,0.001074631,0,0.5,0.333333333,0.03233872,0.235615258,0.309247816,12,0.089272155
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2010,"Atlantic sea scallop, Goosefish",N,None,0,None,0,902646.61,NA,0.083933062,1,0,NA,10,15692.67,NA,1,233,2,0.872285714,0.7169,1.9858,0.003052015,NA,0.10012604,0.166666667,0,NA,0.222222222,0.001406071,NA,0,0.333333333,0.035318339,0.086212469,0.119292235,9,0.039764078
NE: MA General Category CA Scallop Dredge,Mid-Atlantic General Category Closed Area Scallop Dredge,NE,"dredge, New Bedford",dredge,2011,"Atlantic sea scallop, Goosefish",N,None,0,None,0,242763.53,NA,0.058581517,0,0,NA,10,1228.12,NA,1,258,2,0.592373333,0.6068,1.0249,0.000820828,NA,0.06988349,0,0,NA,0.222222222,0.00011004,NA,0,0.333333333,0.02398485,0.065035476,0.118541015,9,0.039513672
