"Fishery_ShortName","Fishery","Region","GearType_specific","GearType_general","Year","Target","Target_HMS","Overfished_Fm","Overfished_Fm_numeric","Overfishing_Bt","Overfishing_Bt_numeric","TotalDiscards_FI_lbs","TotalDiscards_FI_inds","TotalBycatch_SS_inds","Discard_Rate","ESA_sp_num","ESA_FI_discards_lbs","ESA_FI_discards_inds","ESA_birdturt","IUCN_sp_num","IUCN_FI_discards_lbs","IUCN_FI_discards_inds","IUCN_birdturt","MMPA","VessPers","Fishery_Tier","CV_mean","CV_median","CV_max","NORM_TotalDiscards_lbs","NORM_TotalDiscards_inds","NORM_IUCN_lbs","NORM_IUCN_inds","NORM_ESA_inds","NORM_ESA_lbs","NORM_TotalBycatch_inds","NORM_Discard_Rate","NORM_ESA_num","NORM_ESA_birdturt","NORM_IUCN_num","NORM_IUCN_birdturt","NORM_MMPA","NORM_Tier","NORM_CV","NORM_TotalDiscards_Combined","NORM_ESA_Discards_Combined","NORM_IUCN_Discards_Combined","mean_criteria","criteria_sd","ncrit","criteria_se"
"AK: GOA Sablefish Longline","Gulf of Alaska Sablefish Longline","AK","longline","longline",2015,"Sablefish","M","None",0,"None",0,14333976.06,NA,582,0.404059797,1,247.82,NA,0,2,0,NA,374,1,"295",2,NA,NA,NA,0.0484658209538549,NA,0,NA,NA,0.000143170101835353,0.0790546047269764,0.48201395964472,0.166666666666667,0,0.0444444444444444,0.306657920629715,0,0.333333333333333,NA,0.0484658209538549,0.000143170101835353,0,0.121731660041796,0.165858927244745,11,0.0500083481637887
"AK: GOA Sablefish Trawl","Gulf of Alaska Sablefish Trawl","AK","trawl","trawl",2010,"Sablefish","Y","None",0,"None",0,543840.1,NA,0,0.446516113,0,0,NA,0,0,0,NA,0,1,NA,1,NA,NA,NA,0.00183882384090758,NA,0,NA,NA,0,0,0.532661257740273,0,0,0,0,0,0,NA,0.00183882384090758,0,0,0.0445416734650984,0.154896651005077,11,0.0467030975151334
"AK: GOA Sablefish Trawl","Gulf of Alaska Sablefish Trawl","AK","trawl","trawl",2011,"Sablefish","M","None",0,"None",0,691773.77,NA,0,0.582690305,0,0,NA,0,0,0,NA,0,1,NA,1,NA,NA,NA,0.00233901490675388,NA,0,NA,NA,0,0,0.695107167911683,0,0,0,0,0,0,NA,0.00233901490675388,0,0,0.0581205152348698,0.202137085482319,11,0.0609466244328043
"AK: GOA Sablefish Trawl","Gulf of Alaska Sablefish Trawl","AK","trawl","trawl",2012,"Sablefish","M","None",0,"None",0,540815.06,NA,0,0.511230069,0,0,NA,0,0,0,NA,0,1,NA,1,NA,NA,NA,0.00182859562185625,NA,0,NA,NA,0,0,0.609860302058543,0,0,0,0,0,0,NA,0.00182859562185625,0,0,0.0509740748066999,0.177353013331759,11,0.0534739455145767
"AK: GOA Sablefish Trawl","Gulf of Alaska Sablefish Trawl","AK","trawl","trawl",2013,"Sablefish","Y","None",0,"None",0,1253864.13,NA,0,0.663321055,0,0,NA,0,0,0,NA,0,1,NA,1,NA,NA,NA,0.00423954624806602,NA,0,NA,NA,0,0,0.791293790201709,0,0,0,0,0,0,NA,0.00423954624806602,0,0,0.066294444704148,0.230068430364787,11,0.0693682417841826
"AK: GOA Sablefish Trawl","Gulf of Alaska Sablefish Trawl","AK","trawl","trawl",2014,"Sablefish","M","None",0,"None",0,640077.18,NA,NA,0.630158374,1,0,NA,NA,18,0,NA,NA,1,NA,1,NA,NA,NA,0.00216421918612639,NA,0,NA,NA,0,NA,0.751733122944222,0.166666666666667,NA,0.4,NA,0,0,NA,0.00216421918612639,0,0,0.14672933431078,0.268117166457806,8,0.0947937332774184
"AK: GOA Sablefish Trawl","Gulf of Alaska Sablefish Trawl","AK","trawl","trawl",2015,"Sablefish","M","None",0,"None",0,1303007.39,NA,0,0.684987461,1,0,NA,0,0,0,NA,0,1,NA,1,NA,NA,NA,0.00440570868829049,NA,0,NA,NA,0,0,0.817140237249571,0.166666666666667,0,0,0,0,0,NA,0.00440570868829049,0,0,0.0823510510503773,0.238095328304226,11,0.0717884425746913
"SE: GOM Coastal Migratory Pelagic Gillnet","Gulf of Mexico Coastal Migratory Pelagic Gillnet","SE","gillnet","gillnet",2010,"Cobia, King mackerel, Spanish mackerel","M","None",0,"None",0,NA,14451.26,0,NA,0,NA,NA,0,0,NA,NA,0,1,"724",2,NA,NA,NA,NA,0.00355884903032798,NA,NA,NA,NA,0,NA,0,0,0,0,0,0.333333333333333,NA,0.00355884903032798,NA,NA,0.0374324647070735,0.112543175595606,8,0.0397900213199606
"SE: GOM Coastal Migratory Pelagic Gillnet","Gulf of Mexico Coastal Migratory Pelagic Gillnet","SE","gillnet","gillnet",2011,"Cobia, King mackerel, Spanish mackerel","Y","None",0,"None",0,NA,18304.4,0,NA,0,NA,NA,0,2,NA,105.6,0,3,"724",2,0.2,0.2,0.2,NA,0.00455235187640265,NA,2.31385057481027e-05,NA,NA,0,NA,0,0,0.0444444444444444,0,1,0.333333333333333,0.00809788316272949,0.00455235187640265,NA,2.31385057481027e-05,0.217313741029333,0.402890519226561,10,0.127405168844379
"SE: GOM Coastal Migratory Pelagic Gillnet","Gulf of Mexico Coastal Migratory Pelagic Gillnet","SE","gillnet","gillnet",2012,"Cobia, King mackerel, Spanish mackerel","M","None",0,"None",0,NA,2207.9,0,NA,0,NA,NA,0,2,NA,26.6,0,3,"724",2,0.366666667,0.4,0.4,NA,0.000401991764431392,NA,0,NA,NA,0,NA,0,0,0.0444444444444444,0,1,0.333333333333333,0.0148461191451672,0.000401991764431392,NA,0,0.217547808062489,0.402765945849787,10,0.127365775283737
"SE: GOM Coastal Migratory Pelagic Gillnet","Gulf of Mexico Coastal Migratory Pelagic Gillnet","SE","gillnet","gillnet",2013,"Cobia, King mackerel, Spanish mackerel","Y","None",0,"None",0,NA,1410.6,0,NA,0,NA,NA,0,3,NA,312,0,3,NA,2,0.333333333,0.3,0.4,NA,0.000196414022855604,NA,8.3591513170994e-05,NA,NA,0,NA,0,0,0.0666666666666667,0,1,0.333333333333333,0.013496471924386,0.000196414022855604,NA,8.3591513170994e-05,0.219434225223674,0.40192590103307,10,0.127100129787992
"SE: GOM Coastal Migratory Pelagic Troll","Gulf of Mexico Coastal Migratory Pelagic Troll","SE","troll","troll",2010,"Cobia, King mackerel, Spanish mackerel","M","None",0,"None",0,NA,17644.53,0,NA,0,NA,NA,0,0,NA,6048.33,0,1,NA,4,15.2485,15.2485,15.887,NA,0.004382209415179,NA,0.00176371942048763,NA,NA,0,NA,0,0,0,0,0,1,0.617402857034403,0.004382209415179,NA,0.00176371942048763,0.147595344170006,0.340986911414358,10,0.107829529237544
"SE: GOM Coastal Migratory Pelagic Troll","Gulf of Mexico Coastal Migratory Pelagic Troll","SE","troll","troll",2011,"Cobia, King mackerel, Spanish mackerel","Y","None",0,"None",0,NA,17361.4,0,NA,0,NA,NA,0,3,NA,2142.3,0,1,NA,4,6.509230769,7.93,8.31,NA,0.00430920649786763,NA,0.000619672615332418,NA,NA,0,NA,0,0,0.0666666666666667,0,0,1,0.263554951233029,0.00430920649786763,NA,0.000619672615332418,0.121377317910263,0.30475466545409,10,0.0963718870397557
"SE: GOM Coastal Migratory Pelagic Troll","Gulf of Mexico Coastal Migratory Pelagic Troll","SE","troll","troll",2012,"Cobia, King mackerel, Spanish mackerel","M","None",0,"None",0,NA,18699.4,0,NA,0,NA,NA,0,3,NA,1820.7,0,1,NA,4,6.702857143,8.075,9.64,NA,0.0046541996224486,NA,0.000525478394464192,NA,NA,0,NA,0,0,0.0666666666666667,0,0,1,0.271394770002404,0.0046541996224486,NA,0.000525478394464192,0.122112828607817,0.305126565185656,10,0.0964894920610512
"SE: GOM Coastal Migratory Pelagic Troll","Gulf of Mexico Coastal Migratory Pelagic Troll","SE","troll","troll",2013,"Cobia, King mackerel, Spanish mackerel","Y","None",0,"None",0,NA,18128.6,0,NA,1,NA,5.2,0,5,NA,1198.3,0,1,NA,4,5.8,4.98,9.38,NA,0.00450702318335232,NA,0.000343182116266481,8.97878671849888e-06,NA,0,NA,0.166666666666667,0,0.111111111111111,0,0,1,0.234838611719155,0.00450702318335232,8.97878671849888e-06,0.000343182116266481,0.126456297798606,0.288774394521458,11,0.0870687559717942
"SE: GOM Coastal Migratory Pelagic Troll","Gulf of Mexico Coastal Migratory Pelagic Troll","SE","troll","troll",2014,"Cobia, King mackerel, Spanish mackerel","Y","None",0,"None",0,NA,19759.05,0,NA,0,NA,NA,0,16,NA,1615.63,0,1,NA,4,6.567692308,6.44,10.68,NA,0.00492742231636655,NA,0.000465414934036806,NA,NA,0,NA,0,0,0.355555555555556,0,0,1,0.265922024794706,0.00492742231636655,NA,0.000465414934036806,0.14789731069097,0.312131844492298,10,0.0987047558865145
"SE: GOM Coastal Migratory Pelagic Troll","Gulf of Mexico Coastal Migratory Pelagic Troll","SE","troll","troll",2015,"Cobia, King mackerel, Spanish mackerel","Y","None",0,"None",0,NA,8431.56,0,NA,0,NA,NA,0,3,NA,2540.67,0,1,NA,4,4.920714286,4.93,8.43,NA,0.00200671516482719,NA,0.000736352191723198,NA,NA,0,NA,0,0,0.0666666666666667,0,0,1,0.199236846826009,0.00200671516482719,NA,0.000736352191723198,0.11533150734993,0.302399716076449,10,0.0956271866589817
"SE: GOM Reef Fish Bottom Longline","Gulf of Mexico Reef Fish Bottom Longline","SE","bottom longline","longline",2010,"Red grouper, Gag grouper, Samp, Tilefish","M","None",0,"1: Gag grouper; couldn‰Ûªt find Samp",1,NA,704672.69,26.5,NA,1,NA,NA,26.5,3,NA,103630.35,26.5,1,NA,3,2.973,2.973,2.973,NA,0.181527195658462,NA,0.0303447590493671,NA,NA,0.00359956533550666,NA,0.166666666666667,0.0217284355526402,0.0666666666666667,0.0217284355526402,0,0.666666666666667,0.120375033213974,0.181527195658462,NA,0.0303447590493671,0.11630031130569,0.196007350321165,10,0.0619829665149417
"SE: GOM Reef Fish Bottom Longline","Gulf of Mexico Reef Fish Bottom Longline","SE","bottom longline","longline",2011,"Red grouper, Gag grouper, Samp, Tilefish","M","None",0,"1: Gag grouper; Samp unlisted",1,NA,1433286.884,30.8,NA,1,NA,NA,30.8,13,NA,3414248.8,30.8,1,NA,3,8.890952381,9.56,14.28,NA,0.369394824509062,NA,1,NA,NA,0.00418364574843792,NA,0.166666666666667,0.0252541816989177,0.288888888888889,0.0252541816989177,0,0.666666666666667,0.359989467933648,0.369394824509062,NA,1,0.26420895671011,0.327824140789696,10,0.103667095688315
"SE: GOM Reef Fish Bottom Longline","Gulf of Mexico Reef Fish Bottom Longline","SE","bottom longline","longline",2012,"Red grouper, Gag grouper, Samp, Tilefish","M","None",0,"1: Gag grouper; Samp unlisted",1,NA,1213285.2,12.5,NA,1,NA,NA,12.5,8,NA,32909.9,12.5,1,NA,3,7.435,7.305,11.45,NA,0.3126690633908,NA,0.00963127121603275,NA,NA,0.00169790817712578,NA,0.166666666666667,0.0102492620531322,0.177777777777778,0.0102492620531322,0,0.666666666666667,0.301038806574469,0.3126690633908,NA,0.00963127121603275,0.150604244052346,0.212420639343995,10,0.0671733042356201
"SE: GOM Reef Fish Bottom Longline","Gulf of Mexico Reef Fish Bottom Longline","SE","bottom longline","longline",2013,"Red grouper, Gag grouper, Samp, Tilefish","M","None",0,"1: Gag grouper; Samp unlisted",1,NA,948273.8,11.9,NA,1,NA,NA,11.9,8,NA,19313.2,11.9,1,NA,3,9.343478261,9.81,12.81,NA,0.244337889298441,NA,0.00564890006280201,NA,NA,0.00161640858462374,NA,0.166666666666667,0.00975729747458183,0.177777777777778,0.00975729747458183,0,0.666666666666667,0.378311976455405,0.244337889298441,NA,0.00564890006280201,0.150958261860141,0.215557148912605,10,0.0681651556495919
"SE: GOM Reef Fish Bottom Longline","Gulf of Mexico Reef Fish Bottom Longline","SE","bottom longline","longline",2014,"Red grouper, Gag grouper, Samp, Tilefish","M","Samp unlisted",0,"Samp unlisted",0,NA,1258488.35,0,NA,0,NA,NA,0,17,NA,1237920.2,0,1,NA,3,7.41425,7.725,12.37,NA,0.324324351850742,NA,0.362569723786577,NA,NA,0,NA,0,0,0.377777777777778,0,0,0.666666666666667,0.300198651196336,0.324324351850742,NA,0.362569723786577,0.184685197388918,0.234244405318899,10,0.0740745849959382
"SE: GOM Reef Fish Bottom Longline","Gulf of Mexico Reef Fish Bottom Longline","SE","bottom longline","longline",2015,"Red grouper, Gag grouper, Samp, Tilefish","M","Samp unlisted",0,"Samp unlisted",0,NA,1300802.5,0,NA,0,NA,NA,0,19,NA,1241195.95,0,1,"5000",3,6.99375,7.47,11.09,NA,0.335234733631376,NA,0.363529166320809,NA,NA,0,NA,0,0,0.422222222222222,0,0,0.666666666666667,0.283172851846697,0.335234733631376,NA,0.363529166320809,0.188256876426161,0.238310154442415,10,0.0753602877584524
"SE: GOM Reef Fish Vertical Line","Gulf of Mexico Reef Fish Vertical Line","SE","line","line",2010,"Red grouper, Red snapper, Vermilion snapper","M","None",0,"1: Red snapper",1,NA,2772396.42,57,NA,0,NA,280.66,0,2,NA,1563387,0,1,NA,3,15.83125,10.6495,41.544,NA,0.714674034509667,NA,0.457896501288053,0.000558600251046877,NA,0.00774246128769356,NA,0,0,0.0444444444444444,0,0,0.666666666666667,0.640998064099806,0.714674034509667,0.000558600251046877,0.457896501288053,0.211081731045615,0.310303188361134,11,0.0935599315495325
"SE: GOM Reef Fish Vertical Line","Gulf of Mexico Reef Fish Vertical Line","SE","line","line",2011,"Red grouper, Red snapper, Vermilion snapper","M","None",0,"1: Red snapper",1,NA,2202194.22,0,NA,1,NA,3.1,0,25,NA,2910241.9,0,1,NA,3,23.42023256,23.64,34.41,NA,0.567651733597155,NA,0.852380170218564,4.78868624986607e-06,NA,0,NA,0.166666666666667,0,0.555555555555556,0,0,0.666666666666667,0.948271534574165,0.567651733597155,4.78868624986607e-06,0.852380170218564,0.313099759663752,0.378558321740679,11,0.114139628589134
"SE: GOM Reef Fish Vertical Line","Gulf of Mexico Reef Fish Vertical Line","SE","line","line",2012,"Red grouper, Red snapper, Vermilion snapper","M","None",0,"1: Red snapper",1,NA,3878987,81.2,NA,1,NA,NA,81.2,20,NA,2123816.4,81.2,1,NA,3,23.75029412,25.055,35.76,NA,1,NA,0.622042056899519,NA,NA,0.0110296115186091,NA,0.166666666666667,0.0665792062971466,0.444444444444444,0.0665792062971466,0,0.666666666666667,0.961635534321106,1,NA,0.622042056899519,0.364149399373755,0.394985184494168,10,0.124905282502339
"SE: GOM Reef Fish Vertical Line","Gulf of Mexico Reef Fish Vertical Line","SE","line","line",2013,"Red grouper, Red snapper, Vermilion snapper","Y","None",0,"1: Red snapper",1,NA,2072390.4,0,NA,0,NA,NA,0,21,NA,751117,0,1,NA,3,22.79890625,24.23,34.04,NA,0.534182805761321,NA,0.219988728325883,NA,NA,0,NA,0,0,0.466666666666667,0,0,0.666666666666667,0.923114395252616,0.534182805761321,NA,0.219988728325883,0.255510842061196,0.3392477418094,10,0.107279555518644
"SE: GOM Reef Fish Vertical Line","Gulf of Mexico Reef Fish Vertical Line","SE","line","line",2014,"Red grouper, Red snapper, Vermilion snapper","Y","None",0,"1: Red snapper",1,NA,3516522.6,120,NA,2,NA,402.86,120,19,NA,2341803.46,120,1,NA,3,19.44602941,19.33,32.73,NA,0.906541310982537,NA,0.685888827036506,0.000802424192602557,NA,0.0162999185004075,NA,0.333333333333333,0.0983929157100689,0.422222222222222,0.0983929157100689,0,0.666666666666667,0.787358370705908,0.906541310982537,0.000802424192602557,0.685888827036506,0.33465824208836,0.349288858766421,11,0.105314553452696
"SE: GOM Reef Fish Vertical Line","Gulf of Mexico Reef Fish Vertical Line","SE","line","line",2015,"Red grouper, Red snapper, Vermilion snapper","Y","None",0,"1: Red snapper",1,NA,2831624.58,190,NA,2,NA,NA,190,22,NA,2488812.41,190,1,NA,3,19.11028986,20.93,32.91,NA,0.729945565138652,NA,0.728946642664323,NA,NA,0.0258082042923119,NA,0.333333333333333,0.155788783207609,0.488888888888889,0.155788783207609,0,0.666666666666667,0.773764472460871,0.729945565138652,NA,0.728946642664323,0.368993758169115,0.320567210280349,10,0.101372252765205
"SE: GOM Shrimp Trawl","Gulf of Mexico Shrimp Trawl","SE","trawl","trawl",2010,"Brown shrimp, Pink shrimp, White shrimp","N","None",0,"None",0,229242958.1,NA,NA,0.638945002,NA,0,NA,NA,4,1793121.66,NA,NA,1,"18000",2,0.18,0.1,0.862,0.775112789061451,NA,0.160664612488396,NA,NA,0,NA,0.762214931294498,NA,NA,0.0888888888888889,NA,0,0.333333333333333,0.00728809484645654,0.775112789061451,0,0.160664612488396,0.236389183323669,0.325435590013295,8,0.115058856268923
"SE: GOM Shrimp Trawl","Gulf of Mexico Shrimp Trawl","SE","trawl","trawl",2011,"Brown shrimp, Pink shrimp, White shrimp","M","None",0,"None",0,295754322.9,NA,NA,0.63534681,NA,0,NA,NA,8,2118414.5,NA,NA,2,"4950",2,0.244,0.2,1,1,NA,0.189811016354741,NA,NA,0,NA,0.75792254985403,NA,NA,0.177777777777778,NA,0.5,0.333333333333333,0.00987941745852998,1,0,0.189811016354741,0.385413788308712,0.343252288439228,8,0.12135801040659
"SE: GOM Shrimp Trawl","Gulf of Mexico Shrimp Trawl","SE","trawl","trawl",2012,"Brown shrimp, Pink shrimp, White shrimp","N","None",0,"None",0,205508264.6,NA,NA,0.560560376,NA,0,NA,NA,8,3362181.1,NA,NA,2,"4950",2,0.226923077,0.15,0.6,0.694861405861804,NA,0.301253136135397,NA,NA,0,NA,0.668707771626419,NA,NA,0.177777777777778,NA,0.5,0.333333333333333,0.00918798282236534,0.694861405861804,0,0.301253136135397,0.353902378617455,0.262597166174789,8,0.0928421184612819
"SE: GOM Shrimp Trawl","Gulf of Mexico Shrimp Trawl","SE","trawl","trawl",2013,"Brown shrimp, Pink shrimp, White shrimp","N","None",0,"None",0,242185080.1,NA,NA,0.617679146,NA,0,NA,NA,8,2910235.9,NA,NA,2,NA,2,0.216,0.1,0.7,0.818872494323227,NA,0.260758616413857,NA,NA,0,NA,0.736846311273649,NA,NA,0.177777777777778,NA,0.5,0.333333333333333,0.00874571381574785,0.818872494323227,0,0.260758616413857,0.370703805215288,0.297307295682533,8,0.105114002436677
"SE: GOM Shrimp Trawl","Gulf of Mexico Shrimp Trawl","SE","trawl","trawl",2014,"Brown shrimp, Pink shrimp, White shrimp","N","None",0,"None",0,254524835.9,NA,587,0.659835409,3,0,NA,587,19,3040256.02,NA,587,2,"4950",2,0.183214286,0.105,1,0.860595488188552,NA,0.272408485277465,NA,NA,0,0.0797337679978267,0.787135667956304,0.5,0.481305346015087,0.422222222222222,0.481305346015087,0.5,0.333333333333333,0.00741823940885453,0.860595488188552,0,0.272408485277465,0.40195829972421,0.266778878138437,12,0.0770124285536665
"SE: GOM Shrimp Trawl","Gulf of Mexico Shrimp Trawl","SE","trawl","trawl",2015,"Brown shrimp, Pink shrimp, White shrimp","N","None",0,"None",0,253682920.1,NA,508,0.667223058,3,0,NA,508,12,2742863.93,NA,508,2,"4950",2,0.192857143,0.115,0.73,0.857748815342844,NA,0.245762002797874,NA,NA,0,0.0690029883183917,0.79594859607584,0.5,0.416530009839292,0.266666666666667,0.416530009839292,0.5,0.333333333333333,0.00780867305555907,0.857748815342844,0,0.245762002797874,0.377640853482238,0.269398520533801,12,0.0777686541747384
"PI: HB Deep-Set Pelagic Longline for Tuna","Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna","PI","deep-set longline","longline",2010,"Yellowfin tuna, Bigeye tuna, Albacore tuna","Y","1: Bigeye tuna",1,"None",0,8107706.23,NA,250,0.287572165,6,301.57,NA,23,32,6213236.28,NA,249,3,"129",1,NA,NA,NA,0.0274136524886616,NA,0.556709129945507,NA,NA,0.000174222450207762,0.0339581635425156,0.343052684192817,1,0.0188586421777632,0.711111111111111,0.204165300098393,1,0,NA,0.0274136524886616,0.000174222450207762,0.556709129945507,0.407953575500581,0.427528092290938,11,0.128904569951407
"PI: HB Deep-Set Pelagic Longline for Tuna","Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna","PI","deep-set longline","longline",2011,"Yellowfin tuna, Bigeye tuna, Albacore tuna","Y","1: Bigeye tuna",1,"None",0,10773586.8,NA,334,0.320598489,4,1418.7,NA,55,26,6863272.9,NA,315,3,"127",1,NA,NA,NA,0.0364274871601547,NA,0.614952741623014,NA,NA,0.000819608681598804,0.0453681064928009,0.38245068746348,0.666666666666667,0.0450967530337816,0.577777777777778,0.258281403738931,1,0,NA,0.0364274871601547,0.000819608681598804,0.614952741623014,0.385653436053184,0.383115933546272,11,0.115513800252702
"PI: HB Deep-Set Pelagic Longline for Tuna","Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna","PI","deep-set longline","longline",2012,"Yellowfin tuna, Bigeye tuna, Albacore tuna","Y","1: Bigeye tuna",1,"None",0,10311105.3,NA,379,0.309440185,3,257.9,NA,40,25,6370585.6,NA,343,3,"124",1,NA,NA,NA,0.0348637517751055,NA,0.570807709025252,NA,NA,0.000148993500376635,0.0514805759304537,0.369139642083829,0.5,0.032797638570023,0.555555555555556,0.281239750737947,1,0,NA,0.0348637517751055,0.000148993500376635,0.570807709025252,0.366336134764879,0.371401349980318,11,0.111981720410562
"PI: HB Deep-Set Pelagic Longline for Tuna","Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna","PI","deep-set longline","longline",2013,"Yellowfin tuna, Bigeye tuna, Albacore tuna","Y","1: Bigeye tuna",1,"None",0,11914524.4,NA,609,0.325008535,5,215,NA,73,27,6732900.4,NA,609,3,"129",1,NA,NA,NA,0.0402852079495336,NA,0.603271299332231,NA,NA,0.000124209393489633,0.0827220863895681,0.387711551698076,0.833333333333333,0.0598556903902919,0.6,0.4993440472286,1,0,NA,0.0402852079495336,0.000124209393489633,0.603271299332231,0.425553952142927,0.391086061310675,11,0.117916884191403
"PI: HB Deep-Set Pelagic Longline for Tuna","Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna","PI","deep-set longline","longline",2014,"Yellowfin tuna, Bigeye tuna, Albacore tuna","Y","1: Bigeye tuna",1,"None",0,13392313.3,NA,363,0.379697193,3,0,NA,104,21,8741688.7,NA,356,3,"129",1,NA,NA,NA,0.0452818852102736,NA,0.783259752425104,NA,NA,0,0.0493072534637327,0.452951144416666,0.5,0.0852738602820597,0.466666666666667,0.291898983273204,1,0,NA,0.0452818852102736,0,0.783259752425104,0.389553295478142,0.379762122137969,11,0.114502588065524
"PI: HB Deep-Set Pelagic Longline for Tuna","Hawaii-Based Deep-Set Pelagic Longline Fishery for Tuna","PI","deep-set longline","longline",2015,"Yellowfin tuna, Bigeye tuna, Albacore tuna","Y","1: Bigeye tuna",1,"None",0,12516621.3,NA,787,0.330215591,5,214.9,NA,100,25,8014888.9,NA,760,3,"128",1,NA,NA,NA,0.0423210087929369,NA,0.718138120787659,NA,NA,0.000124151621678708,0.106900298831839,0.39392319091407,0.833333333333333,0.0819940964250574,0.555555555555556,0.623155132830436,1,0,NA,0.0423210087929369,0.000124151621678708,0.718138120787659,0.446287074091047,0.395223310483871,11,0.119164311752467
"PI: HB Shallow-Set Pelagic Longline for Swordfish","Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish","PI","shallow-set longline","longline",2010,"Swordfish","Y","None",0,"None",0,875320.73,NA,94,0.194617139,5,0,NA,15,28,776909.19,NA,93,2,"28",1,NA,NA,NA,0.00295962108488254,NA,0.0696114584606734,NA,NA,0,0.0127682694919859,0.232164096702046,0.833333333333333,0.0122991144637586,0.622222222222222,0.0762545096753034,0.5,0,NA,0.00295962108488254,0,0.0696114584606734,0.238467718786184,0.298316264737162,11,0.0899457380903177
"PI: HB Shallow-Set Pelagic Longline for Swordfish","Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish","PI","shallow-set longline","longline",2011,"Swordfish","Y","None",0,"None",0,643771.9,NA,100,0.155280894,3,0,NA,32,23,408933.4,NA,100,2,"28",1,NA,NA,NA,0.00217671171696676,NA,0.0366406405712384,NA,NA,0,0.0135832654170062,0.185238816456942,0.5,0.0262381108560184,0.511111111111111,0.0819940964250574,0.5,0,NA,0.00217671171696676,0,0.0366406405712384,0.196415229379528,0.233675105628108,11,0.0704556952922817
"PI: HB Shallow-Set Pelagic Longline for Swordfish","Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish","PI","shallow-set longline","longline",2012,"Swordfish","Y","None",0,"None",0,422648.1,NA,112,0.130504741,3,43,NA,13,21,281900.5,NA,112,2,"28",1,NA,NA,NA,0.00142905130128193,NA,0.0252584281385487,NA,NA,2.48418786979267e-05,0.015213257267047,0.155682667339999,0.5,0.0106592325352575,0.466666666666667,0.0918333879960643,0.5,0,NA,0.00142905130128193,2.48418786979267e-05,0.0252584281385487,0.188897294426964,0.230032856750469,11,0.0693575159358981
"PI: HB Shallow-Set Pelagic Longline for Swordfish","Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish","PI","shallow-set longline","longline",2013,"Swordfish","Y","None",0,"None",0,364443.8,NA,92,0.137366213,2,0,NA,17,20,239950.5,NA,92,2,"20",1,NA,NA,NA,0.00123225181098443,NA,0.0214996868081427,NA,NA,0,0.0124966041836457,0.163867904555548,0.333333333333333,0.0139389963922598,0.444444444444444,0.0754345687110528,0.5,0,NA,0.00123225181098443,0,0.0214996868081427,0.172187315853284,0.211852835953533,11,0.063876033420962
"PI: HB Shallow-Set Pelagic Longline for Swordfish","Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish","PI","shallow-set longline","longline",2014,"Swordfish","Y","None",0,"None",0,742732.5,NA,103,0.192489611,2,0,NA,31,21,472254.8,NA,103,2,"20",1,NA,NA,NA,0.00251131578641754,NA,0.0423142702084057,NA,NA,0,0.0139907633795164,0.22962611048528,0.333333333333333,0.0254181698917678,0.466666666666667,0.0844539193178091,0.5,0,NA,0.00251131578641754,0,0.0423142702084057,0.1831928790891,0.212386996906848,11,0.0640370890082172
"PI: HB Shallow-Set Pelagic Longline for Swordfish","Hawaii-Based Shallow-Set Pelagic Longline Fishery for Swordfish","PI","shallow-set longline","longline",2015,"Swordfish","Y","None",0,"None",0,732962.6,NA,99,0.21628806,2,0,NA,18,17,517907.6,NA,99,2,"18",1,NA,NA,NA,0.00247828194973782,NA,0.0464047843015823,NA,NA,0,0.0134474327628362,0.258015929816633,0.333333333333333,0.0147589373565103,0.377777777777778,0.0811741554608068,0.5,0,NA,0.00247828194973782,0,0.0464047843015823,0.177282552729935,0.204352091537148,11,0.0616144738866437
"NE: MA Bottom Longline","Mid-Atlantic Bottom Longline","NE","bottom longline","longline",2014,"Atlantic cod, Tilefish, Other finfish","Y","1: Atlantic cod",1,"1: Atlantic cod",1,57255.24,NA,0,0.045430771,2,0,NA,0,23,43543,NA,0,1,"1207",2,1.128333333,1.025,1.81,0.00019359054311899,NA,0.00390147494040211,NA,NA,0,0,0.0541956066453761,0.333333333333333,0,0.511111111111111,0,0,0.333333333333333,0.0456855574962357,0.00019359054311899,0,0.00390147494040211,0.0985964621079162,0.17483869456723,12,0.0504715836865765
"NE: MA Bottom Longline","Mid-Atlantic Bottom Longline","NE","bottom longline","longline",2015,"Atlantic cod, Tilefish, Other finfish","Y","1: Atlantic cod",1,"1: Atlantic cod",1,129654.74,NA,0,0.119575662,2,0,NA,0,44,96513.91,NA,0,1,"1207",2,0.8875,0.7,1.41,0.000438386626875573,NA,0.00864769541063373,NA,NA,0,0,0.142645070718973,0.333333333333333,0,0.977777777777778,0,0,0.333333333333333,0.0359343565346121,0.000438386626875573,0,0.00864769541063373,0.140931534902734,0.281959565566257,12,0.0813947155401343
