"Fishery_ShortName","Fishery","Region","GearType_specific","GearType_general","Year","Target","Target_HMS","Overfished_Fm","Overfished_Fm_numeric","Overfishing_Bt","Overfishing_Bt_numeric","TotalDiscards_FI_lbs","TotalDiscards_FI_inds","TotalBycatch_SS_inds","Discard_Rate","ESA_sp_num","ESA_FI_discards_lbs","ESA_FI_discards_inds","ESA_birdturt","IUCN_sp_num","IUCN_FI_discards_lbs","IUCN_FI_discards_inds","IUCN_birdturt","MMPA","VessPers","Fishery_Tier","CV_mean","CV_median","CV_max","NORM_TotalDiscards_lbs","NORM_TotalDiscards_inds","NORM_IUCN_lbs","NORM_IUCN_inds","NORM_ESA_inds","NORM_ESA_lbs","NORM_TotalBycatch_inds","NORM_Discard_Rate","NORM_ESA_num","NORM_ESA_birdturt","NORM_IUCN_num","NORM_IUCN_birdturt","NORM_MMPA","NORM_Tier","NORM_CV","NORM_TotalDiscards_Combined","NORM_ESA_Discards_Combined","NORM_IUCN_Discards_Combined","mean_criteria","criteria_sd","ncrit","criteria_se"
"NE: New England Small-Mesh Haddock Separator Otter Trawl","New England Small-Mesh Haddock Separator Otter Trawl","NE","small-mesh otter trawl","trawl",2015,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.5,0.666666666666667,NA,NA,NA,NA,0.208333333333333,0.297451451929796,7,0.112426081274475
"NE: New England Small-Mesh Otter Trawl","New England Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2010,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","None",0,"None",0,14730173.28,NA,0,0.333537557,1,0,NA,0,10,6048909.4,NA,0,2,NA,1,0.519666667,0.4452,1.4077,0.0498054369436235,NA,0.541985357941868,NA,NA,0,0,0.397886054820239,0.166666666666667,0,0.222222222222222,0,0.5,0,0.0210409997646553,0.0498054369436235,0,0.541985357941868,0.184585133719944,0.223021978123266,12,0.0643808995523353
"NE: New England Small-Mesh Otter Trawl","New England Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2011,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","None",0,"None",0,9622821.55,NA,0,0.24063669,0,0,NA,0,10,4946273.28,NA,0,2,NA,1,0.63938125,0.4494,1.9178,0.0325365372706781,NA,0.443188600930128,NA,NA,0,0,0.287062075078702,0,0,0.222222222222222,0,0.5,0,0.0258881732946997,0.0325365372706781,0,0.443188600930128,0.154684431445879,0.209287766330745,12,0.0604161741145756
"NE: New England Small-Mesh Otter Trawl","New England Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2012,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","None",0,"None",0,8662953.53,NA,0,0.201596718,0,0,NA,0,10,3542288.39,NA,0,2,NA,1,0.53828,0.48065,1.0526,0.029291046180005,NA,0.317390840898935,NA,NA,0,0,0.24049022698133,0,0,0.222222222222222,0,0.5,0,0.0217946427441702,0.029291046180005,0,0.317390840898935,0.140860690694359,0.195193764915269,12,0.0563475863589834
"NE: New England Small-Mesh Otter Trawl","New England Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2013,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","None",0,"None",0,7763635.92,NA,0,0.194748567,0,0,NA,0,10,2742421,NA,0,2,NA,1,0.46286875,0.4076,1.1542,0.0262502872109329,NA,0.245722316044657,NA,NA,0,0,0.232320880750245,0,0,0.222222222222222,0,0.5,0,0.0187412852858932,0.0262502872109329,0,0.245722316044657,0.134250537808765,0.190627113449716,12,0.0550293076325174
"NE: New England Small-Mesh Otter Trawl","New England Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2014,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","Long-finned squid unknown",0,"Short-finned squid unknown",0,13510841.17,NA,0,0.241639474,3,1161.65,NA,0,23,6068161.33,NA,0,2,NA,1,0.577684211,0.51,1.4,0.0456826498342283,NA,0.543710340658938,NA,NA,0.000671106241615036,0,0.288258323480788,0.5,0,0.511111111111111,0,0.5,0,0.0233900962281579,0.0456826498342283,0.000671106241615036,0.543710340658938,0.224063355965757,0.249922521883478,12,0.0721464176429882
"NE: New England Small-Mesh Otter Trawl","New England Small-Mesh Otter Trawl","NE","small-mesh otter trawl","trawl",2015,"Short-finned squid, Long-finned squid, Silver hake, Other finfish","M","Long-finned unknown",0,"Short-finned unknown",0,15546664.53,NA,0,0.229002533,3,0,NA,0,45,5932969.99,NA,0,2,NA,1,0.683137255,0.645,1.3,0.0525661446891399,NA,0.531597127853909,NA,NA,0,0,0.273183371668131,0.5,0,1,0,0.5,0,0.0276598283754887,0.0525661446891399,0,0.531597127853909,0.260385113275898,0.322142978923944,12,0.0929946677996436
"NE: New England Small-Mesh Ruhle Otter Trawl","New England Small-Mesh Ruhle Otter Trawl","NE","small-mesh otter trawl","trawl",2014,"Groundfish","M","None",0,"None",0,229179.55,NA,0,0.340064814,3,0,NA,0,23,212523.27,NA,0,2,NA,2,0.393928571,0.4,0.85,0.000774898394562063,NA,0.0190421930541605,NA,NA,0,0,0.405672597840723,0.5,0,0.511111111111111,0,0.5,0.333333333333333,0.0159499377120949,0.000774898394562063,0,0.0190421930541605,0.214298774726614,0.241434914775493,12,0.0696962565187027
"NE: New England Small-Mesh Ruhle Otter Trawl","New England Small-Mesh Ruhle Otter Trawl","NE","small-mesh otter trawl","trawl",2015,"Groundfish","M","None",0,"None",0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.5,0.333333333333333,NA,NA,NA,NA,0.166666666666667,0.240027433274365,7,0.0907218423253029
"SE: SEA/GOM Shark Bottom Longline","Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline","SE","bottom longline","longline",2010,"Sandbar shark, Blacktip shark, Other sharks","Y","Blacktip shark unknown",0,"1: Sandbar shark; Blacktip shark unknown",1,NA,56081.69,5.8,NA,2,NA,428.92,5.8,8,NA,17746.69,5.8,1,"125",2,NA,NA,NA,NA,0.0142929388086159,NA,0.0051900810673658,0.000854421344132353,NA,0.000787829394186362,NA,0.333333333333333,0.00475565759265333,0.177777777777778,0.00475565759265333,0,0.333333333333333,NA,0.0142929388086159,0.000854421344132353,0.0051900810673658,0.0795528209312774,0.137078912368935,10,0.0433481582264462
"SE: SEA/GOM Shark Bottom Longline","Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline","SE","bottom longline","longline",2011,"Sandbar shark, Blacktip shark, Other sharks","Y","Blacktip shark unknown",0,"1: Sandbar shark; Blacktip shark unknown",1,NA,7050.6,0,NA,0,NA,NA,0,5,NA,3828.8,0,1,"125",2,0.25625,0.235,0.36,NA,0.00165064513095475,NA,0.00111363577918274,NA,NA,0,NA,0,0,0.111111111111111,0,0,0.333333333333333,0.0103754128022472,0.00165064513095475,NA,0.00111363577918274,0.0415985580142572,0.103183996117608,10,0.0326296445809614
"SE: SEA/GOM Shark Bottom Longline","Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline","SE","bottom longline","longline",2012,"Sandbar shark, Blacktip shark, Other sharks","Y","Blacktip shark unknown",0,"1: Sandbar shark; Blacktip shark unknown",1,NA,954.3,0,NA,0,NA,NA,0,6,NA,769,0,1,"125",2,0.591428571,0.41,0.91,NA,7.87605379929016e-05,NA,0.000217443375536601,NA,NA,0,NA,0,0,0.133333333333333,0,0,0.333333333333333,0.0239465973352903,7.87605379929016e-05,NA,0.000217443375536601,0.0446281334468624,0.104664105382025,10,0.0330976962271086
"SE: SEA/GOM Shark Bottom Longline","Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline","SE","bottom longline","longline",2013,"Sandbar shark, Blacktip shark, Other sharks","Y","Blacktip shark unknown",0,"1: Sandbar shark; Blacktip shark unknown",1,NA,2107,0,NA,0,NA,NA,0,1,NA,602,0,1,"125",2,0.3125,0.335,0.43,NA,0.000375975466770541,NA,0.000168530331739979,NA,NA,0,NA,0,0,0.0222222222222222,0,0,0.333333333333333,0.0126529424417648,0.000375975466770541,NA,0.000168530331739979,0.0335230003450755,0.100620228298007,10,0.031818910010783
"SE: SEA/GOM Shark Bottom Longline","Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline","SE","bottom longline","longline",2014,"Sandbar shark, Blacktip shark, Other sharks","Y","Blacktip shark unknown",0,"1: Sandbar shark; black tip shark unknown",1,459967.7273,NA,7,0.296113368,3,9721.73,NA,7,20,633728.17,NA,20,1,"125",2,3.150666667,2.76,4.69,0.00155523585518486,NA,0.0567823662651147,NA,NA,0.00561641947427895,0.000950828579190437,0.35324171836233,0.5,0.00573958674975402,0.444444444444444,0.0163988192850115,0,0.333333333333333,0.127568652770362,0.00155523585518486,0.00561641947427895,0.0567823662651147,0.141971646547616,0.192993811363596,12,0.0557125144713521
"SE: SEA/GOM Shark Bottom Longline","Southeastern Atlantic and Gulf of Mexico Shark Bottom Longline","SE","bottom longline","longline",2015,"Sandbar shark, Blacktip shark, Other sharks","Y","Blacktip shark unknown",0,"1: Sandbar shark; Blacktip shark unknown",1,258959.6468,NA,4,0.189705716,3,62874.23,NA,4,25,474539.25,NA,4,1,"125",2,2.935333333,2.73,4,0.000875590403077757,NA,0.0425189580899849,NA,NA,0.036323581276408,0.00054333061668025,0.226305126160316,0.5,0.0032797638570023,0.555555555555556,0.0032797638570023,0,0.333333333333333,0.118849931871497,0.000875590403077757,0.036323581276408,0.0425189580899849,0.140066533463143,0.201964379726821,12,0.0583020945009981
"SE: SEA Coastal Gillnet ","Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico)","SE","gillnet","gillnet",2010,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish","M","Southern kingfish unknown",0,"Southern kingfish unknown",0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0.333333333333333,NA,NA,NA,NA,0.0416666666666667,0.120013716637183,7,0.0453609211626514
"SE: SEA Coastal Gillnet ","Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico)","SE","gillnet","gillnet",2011,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish","M","Southern kingfish unknown",0,"Southern kingfish unknown",0,NA,25325.4,0,NA,1,NA,43.5,0,10,NA,1488.6,0,2,"779",2,1.154042553,1.15,1.99,NA,0.00636266333207004,NA,0.000428208802578813,8.53982381226115e-05,NA,0,NA,0.166666666666667,0,0.222222222222222,0,0.5,0.333333333333333,0.0467265087950603,0.00636266333207004,8.53982381226115e-05,0.000428208802578813,0.147985416782504,0.198695617869512,11,0.0599089829055462
"SE: SEA Coastal Gillnet ","Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico)","SE","gillnet","gillnet",2012,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish","M","Southern kingfish unknown",0,"Southern kingfish unknown",0,NA,49802.8,0,NA,1,NA,514.4,0,5,NA,10180.6,0,2,"779",2,0.980666667,0.99,1.73,NA,0.0126739747727413,NA,0.00297403021982576,0.00102497838606508,NA,0,NA,0.166666666666667,0,0.111111111111111,0,0.5,0.333333333333333,0.0397066204547468,0.0126739747727413,0.00102497838606508,0.00297403021982576,0.138957559578708,0.197196801732524,11,0.0594570728368081
"SE: SEA Coastal Gillnet ","Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico)","SE","gillnet","gillnet",2013,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish","M","Southern kingfish unknown",0,"Southern kingfish unknown",0,NA,4366.9,0,NA,1,NA,270.9,0,4,NA,550,0,2,"357",2,0.990740741,0.95,1.5,NA,0.000958673495350906,NA,0.000153299922893126,0.000539126260297421,NA,0,NA,0.166666666666667,0,0.0888888888888889,0,0.5,0.333333333333333,0.0401145138258702,0.000958673495350906,0.000539126260297421,0.000153299922893126,0.135887875199442,0.198489919614111,11,0.0598469625479828
"SE: SEA Coastal Gillnet ","Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico)","SE","gillnet","gillnet",2014,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish","M","Atlantic croaker, Southern kingfish, Spot, Weakfish unlisted",0,"Atlantic croaker, Southern kingfish, Spot, Weakfish unlisted",0,21140.9,21140.9,0,0.000219629,1,681.7,NA,0,17,23976.9,673.7,0,1,NA,2,10.03783784,10.4,17,7.14812882283656e-05,0.0052837218299706,0.0021483424315855,0.000189530722399966,NA,0.000393830435078526,0,0.000262001428325249,0.166666666666667,0,0.377777777777778,0,0,0.333333333333333,0.406426190173725,7.14812882283656e-05,0.000393830435078526,0.0021483424315855,0.0990061248872862,0.164192681394006,12,0.0473983444008979
"SE: SEA Coastal Gillnet ","Southeastern Atlantic Coastal Gillnet (Including North Carolina and Gulf of Mexico)","SE","gillnet","gillnet",2015,"Atlantic croaker, Bluefish, King mackerel, Spanish mackerel, Southern kingfish, Striped bass, Goosefish, Spot, Weakfish","M","Atlantic croaker, Southern kingfish, Spot, Weakfish unlisted",0,"Atlantic croaker, Southern kingfish, Spot, Weakfish unlisted",0,42224.5,42224.5,0,0.000477869,1,2415.8,NA,0,9,32368.2,967.7,0,1,"357",2,8.512195122,7.9,16.9,0.000142768834571784,0.0107199677503109,0.00290020717832771,0.000275641110880247,NA,0.00139565140833608,0,0.000570062972341351,0.166666666666667,0,0.2,0,0,0.333333333333333,0.34465380778156,0.000142768834571784,0.00139565140833608,0.00290020717832771,0.0807432690903951,0.134070260861464,12,0.0387027505993447
"SE: SEA Coastal Migratory Pelagic Troll","Southeastern Atlantic Coastal Migratory Pelagic Troll","SE","troll","troll",2010,"Cobia, King mackerel, Spanish mackerel, Dolphinfish, Wahoo","M","None",0,"None",0,NA,121930.45,12,NA,0,NA,NA,0,1,NA,11902.36,0,1,NA,4,14.83,14.09,29.8,NA,0.0312715407982887,NA,0.00347832077244416,NA,NA,0.00162999185004075,NA,0,0,0.0222222222222222,0,0,1,0.600458036516392,0.0312715407982887,NA,0.00347832077244416,0.150823646559944,0.336511506409616,10,0.106414281910874
"SE: SEA Coastal Migratory Pelagic Troll","Southeastern Atlantic Coastal Migratory Pelagic Troll","SE","troll","troll",2011,"Cobia, King mackerel, Spanish mackerel, Dolphinfish, Wahoo","M","None",0,"None",0,NA,94816.8,0,NA,0,NA,NA,0,7,NA,17031.5,0,1,NA,4,10.0709375,10.535,14.8,NA,0.0242804923436589,NA,0.00498060729615079,NA,NA,0,NA,0,0,0.155555555555556,0,0,1,0.407766376070755,0.0242804923436589,NA,0.00498060729615079,0.144780275569647,0.312777544252248,10,0.0989089440791209
"SE: SEA Coastal Migratory Pelagic Troll","Southeastern Atlantic Coastal Migratory Pelagic Troll","SE","troll","troll",2012,"Cobia, King mackerel, Spanish mackerel, Dolphinfish, Wahoo","Y","None",0,"None",0,NA,62354.7,0,NA,0,NA,NA,0,12,NA,4158.2,0,1,NA,4,12.40891304,12.845,17.72,NA,0.0159103867312076,NA,0.00121011456137799,NA,NA,0,NA,0,0,0.266666666666667,0,0,1,0.502429639871952,0.0159103867312076,NA,0.00121011456137799,0.162383346166473,0.324483112661921,10,0.102610569827269
"SE: SEA Coastal Migratory Pelagic Troll","Southeastern Atlantic Coastal Migratory Pelagic Troll","SE","troll","troll",2013,"Cobia, King mackerel, Spanish mackerel, Dolphinfish, Wahoo","M","None",0,"None",0,NA,42741.6,0,NA,0,NA,NA,0,10,NA,2792.1,0,1,NA,4,10.10382353,11.36,16.09,NA,0.0108532980527928,NA,0.000809994147422508,NA,NA,0,NA,0,0,0.222222222222222,0,0,1,0.409097912213885,0.0108532980527928,NA,0.000809994147422508,0.149362129694211,0.31455568911293,10,0.0994712428560688
"SE: SEA Coastal Migratory Pelagic Troll","Southeastern Atlantic Coastal Migratory Pelagic Troll","SE","troll","troll",2014,"Cobia, King mackerel, Spanish mackerel, Dolphinfish, Wahoo","M","Wahoo unknown",0,"Wahoo unknown",0,NA,32412.95,0,NA,0,NA,NA,0,17,NA,5441.75,0,1,NA,4,13.19272727,12.52,21.21,NA,0.00819013419912822,NA,0.0015860567012891,NA,NA,0,NA,0,0,0.377777777777778,0,0,1,0.534165820151076,0.00819013419912822,NA,0.0015860567012891,0.174701798984479,0.333559638271347,10,0.105480819243933
"SE: SEA Coastal Migratory Pelagic Troll","Southeastern Atlantic Coastal Migratory Pelagic Troll","SE","troll","troll",2015,"Cobia, King mackerel, Spanish mackerel, Dolphinfish, Wahoo","M","Wahoo unknown",0,"Wahoo unknown",0,NA,130598.03,1,NA,1,NA,NA,1,14,NA,5535.21,1,1,NA,4,16.45361702,18.28,22.52,NA,0.0335064103848025,NA,0.00161343043226653,NA,NA,0.000135832654170062,NA,0.166666666666667,0.000819940964250574,0.311111111111111,0.000819940964250574,0,1,0.666197341161287,0.0335064103848025,NA,0.00161343043226653,0.198260970394437,0.340321892692268,10,0.107619231852698
"SE: SEA Shrimp Trawl","Southeastern Atlantic Shrimp Trawl","SE","trawl","trawl",2014,"Brown shrimp, Pink shrimp, White shrimp","N","None",0,"None",0,80100461.96,NA,348,0.832148709,4,78983.12,NA,348,20,519133.79,NA,348,2,"4950",3,0.221428571,0.16,1,0.270834458731085,NA,0.0465146515490658,NA,NA,0.0456299787493904,0.0472697636511817,0.992692906387646,0.666666666666667,0.2853394555592,0.444444444444444,0.2853394555592,0.5,0.666666666666667,0.00896551348424076,0.270834458731085,0.0456299787493904,0.0465146515490658,0.366181843188368,0.300744086440388,12,0.0868173396317732
"SE: SEA Shrimp Trawl","Southeastern Atlantic Shrimp Trawl","SE","trawl","trawl",2015,"Brown shrimp, Pink shrimp, White shrimp","N","None",0,"None",0,64468061.82,NA,384,0.729606982,4,45646.47,NA,384,11,340663.4,NA,384,2,"4950",3,0.19452381,0.115,1,0.217978426106718,NA,0.0305236138578458,NA,NA,0.0263707923425244,0.052159739201304,0.870368081628903,0.666666666666667,0.31485733027222,0.244444444444444,0.31485733027222,0.5,0.666666666666667,0.00787615542874495,0.217978426106718,0.0263707923425244,0.0305236138578458,0.339443788222174,0.284449474088228,12,0.082113490217843
"SE: SEA Snapper-Grouper Bottom Longline","Southeastern Atlantic Snapper-Grouper Bottom Longline","SE","bottom longline","longline",2010,"Tilefish, Snowy grouper","M","1: Snowy grouper",1,"1: Snowy grouper",1,NA,142225.98,0,NA,0,NA,4395.85,52,0,NA,53514.74,0,1,"5000",4,NA,NA,NA,NA,0.0365045888623595,NA,0.0156662738588016,0.00876958098795785,NA,0,NA,0,0.0426369301410299,0,0,0,1,NA,0.0365045888623595,0.00876958098795785,0.0156662738588016,0.100325215804559,0.301544145092989,10,0.0953566313582131
"SE: SEA Snapper-Grouper Bottom Longline","Southeastern Atlantic Snapper-Grouper Bottom Longline","SE","bottom longline","longline",2011,"Tilefish, Snowy grouper","M","1: Snowy grouper",1,"1: Snowy grouper",1,NA,4028.3,52,NA,1,NA,NA,107.66,9,NA,913.1,52,1,"5000",4,8.744761905,7.84,18.6,NA,0.000871368060385946,NA,0.000259649181591052,NA,NA,0.00706329801684325,NA,0.166666666666667,0.0882748442112168,0.2,0.0426369301410299,0,1,0.354070300962889,0.000871368060385946,NA,0.000259649181591052,0.169076641567329,0.3007988548598,10,0.0951209498927377
"SE: SEA Snapper-Grouper Bottom Longline","Southeastern Atlantic Snapper-Grouper Bottom Longline","SE","bottom longline","longline",2012,"Tilefish, Snowy grouper","M","1: Snowy grouper",1,"1: Snowy grouper",1,NA,4471.2,107.66,NA,1,NA,NA,0,7,NA,2863.5,107.66,1,"5000",4,8.006153846,9.06,18.6,NA,0.000985566457154938,NA,0.000830906670339148,NA,NA,0.0146237435479489,NA,0.166666666666667,0,0.155555555555556,0.0882748442112168,0,1,0.324164492138727,0.000985566457154938,NA,0.000830906670339148,0.159191070477055,0.300452858300147,10,0.0950115361736289
"SE: SEA Snapper-Grouper Bottom Longline","Southeastern Atlantic Snapper-Grouper Bottom Longline","SE","bottom longline","longline",2013,"Tilefish, Snowy grouper","M","1: Snowy grouper",1,"1: Snowy grouper",1,NA,6451.4,0,NA,0,NA,NA,0,5,NA,4999,0,1,"5000",4,7.705333333,7.11,18.6,NA,0.00149614596783897,NA,0.00145637855673248,NA,NA,0,NA,0,0,0.111111111111111,0,0,1,0.311984445302595,0.00149614596783897,NA,0.00145637855673248,0.129640734630753,0.306909845153178,10,0.0970534147013631
"SE: SEA Snapper-Grouper Bottom Longline","Southeastern Atlantic Snapper-Grouper Bottom Longline","SE","bottom longline","longline",2014,"Tilefish, Snowy grouper","M","1: Tilefish",1,"1: Snowy grouper",1,NA,16395,1,NA,2,NA,189.5,1,19,NA,5202.03,1,1,"5000",4,5.8825,5.48,8.43,NA,0.00406002760728837,NA,0.00151584451650511,0.000376709984989464,NA,0.000135832654170062,NA,0.333333333333333,0.000819940964250574,0.422222222222222,0.000819940964250574,0,1,0.238178988523781,0.00406002760728837,0.000376709984989464,0.00151584451650511,0.166788570064233,0.305686280804981,11,0.0921678815444856
"SE: SEA Snapper-Grouper Bottom Longline","Southeastern Atlantic Snapper-Grouper Bottom Longline","SE","bottom longline","longline",2015,"Tilefish, Snowy grouper","M","1: Tilefish",1,"1: Snowy grouper",1,NA,25714.86,2,NA,3,NA,319.5,2,10,NA,7093.14,2,1,"5000",4,4.460588235,5.74,5.74,NA,0.0064630826312474,NA,0.00206973641024301,0.000636097156857209,NA,0.000271665308340125,NA,0.5,0.00163988192850115,0.222222222222222,0.00163988192850115,0,1,0.180606611820379,0.0064630826312474,0.000636097156857209,0.00206973641024301,0.159629098283858,0.307787537331836,11,0.0928014342252005
"SE: SEA Snapper-Grouper Vertical Line","Southeastern Atlantic Snapper-Grouper Vertical Line","SE","vertical line","line",2010,"Nassau grouper, Red snapper, Yellowtail snapper, Vermilion snapper","M","None",0,"Nassau grouper unknown",0,NA,722831.3,0,NA,0,NA,892.78,0,1,NA,102988.7,0,1,NA,4,13.5605,13.58,26.6,NA,0.186209255151696,NA,0.0301568245909713,0.00177995467907522,NA,0,NA,0,0,0.0222222222222222,0,0,1,0.549056723140966,0.186209255151696,0.00177995467907522,0.0301568245909713,0.149118748315411,0.314379504353843,11,0.094788987065418
"SE: SEA Snapper-Grouper Vertical Line","Southeastern Atlantic Snapper-Grouper Vertical Line","SE","vertical line","line",2011,"Nassau grouper, Red snapper, Yellowtail snapper, Vermilion snapper","M","None",0,"Nassau grouper unknown",0,NA,555124.6,0,NA,1,NA,146.7,0,24,NA,144525.2,0,1,NA,4,24.6978125,25.215,63.6,NA,0.142967357957255,NA,0.0423225529961114,0.000291311746866852,NA,0,NA,0.166666666666667,0,0.533333333333333,0,0,1,1,0.142967357957255,0.000291311746866852,0.0423225529961114,0.240465101891686,0.389149556571937,11,0.117333006043845
"SE: SEA Snapper-Grouper Vertical Line","Southeastern Atlantic Snapper-Grouper Vertical Line","SE","vertical line","line",2012,"Nassau grouper, Red snapper, Yellowtail snapper, Vermilion snapper","M","None",0,"Nassau grouper unknown",0,NA,525109.3,215,NA,1,NA,0.7,0,24,NA,83864.3,0,1,NA,4,22.62157895,20.19,63.6,NA,0.135228141117019,NA,0.0245554316880723,0,NA,0.0292040206465634,NA,0.166666666666667,0,0.533333333333333,0,0,1,0.915934516467805,0.135228141117019,0,0.0245554316880723,0.233743509159955,0.373993223054646,11,0.112763199546178
"SE: SEA Snapper-Grouper Vertical Line","Southeastern Atlantic Snapper-Grouper Vertical Line","SE","vertical line","line",2013,"Nassau grouper, Red snapper, Yellowtail snapper, Vermilion snapper","M","None",0,"Nassau grouper unknown",0,NA,634123.5,0,NA,0,NA,NA,0,24,NA,109457,0,1,NA,4,22.0422,19.47,63.6,NA,0.16333662353981,NA,0.0320513410052808,NA,NA,0,NA,0,0,0.533333333333333,0,0,1,0.89247580124758,0.16333662353981,NA,0.0320513410052808,0.238290645375091,0.388785214219142,10,0.122944679752897
"SE: SEA Snapper-Grouper Vertical Line","Southeastern Atlantic Snapper-Grouper Vertical Line","SE","vertical line","line",2014,"Nassau grouper, Red snapper, Yellowtail snapper, Vermilion snapper","M","1: Red snapper; Vermillion snapper unlisted",1,"Nassau grouper unknown, Vermillion snapper unlisted",0,NA,502689.15,0,NA,0,NA,NA,0,17,NA,154068.66,0,1,"5000",4,23.96138614,18.05,45.14,NA,0.129447275943571,NA,0.0451177606425264,NA,NA,0,NA,0,0,0.377777777777778,0,0,1,0.970182526893829,0.129447275943571,NA,0.0451177606425264,0.229320485568882,0.394020729874315,10,0.124600295172479
"SE: SEA Snapper-Grouper Vertical Line","Southeastern Atlantic Snapper-Grouper Vertical Line","SE","vertical line","line",2015,"Nassau grouper, Red snapper, Yellowtail snapper, Vermilion snapper","M","1: Red snapper; Vermillion snapper unlisted",1,"Nassau grouper unknown, Vermillion snapper unlisted",0,NA,510140.13,0,NA,2,NA,473.52,0,29,NA,162019.35,0,1,NA,4,22.19475248,19.92,42.92,NA,0.131368454472263,NA,0.0474464579370376,0.000943411096942364,NA,0,NA,0.333333333333333,0,0.644444444444444,0,0,1,0.898652562043703,0.131368454472263,0.000943411096942364,0.0474464579370376,0.254682388610644,0.381311317844347,11,0.114969688145968
"AK: St. Matthew Island Blue King Crab Pot","St. Matthew Island Blue King Crab Pot","AK","pots and traps","pots and traps",2014,"Blue King crab","N","Unlisted",0,"Unlisted",0,320576,NA,0,0.509530977,0,0,NA,0,16,0,NA,0,2,NA,NA,NA,NA,NA,0.00108392667554818,NA,0,NA,NA,0,0,0.607833408839269,0,0,0.355555555555556,0,0.5,NA,NA,0.00108392667554818,0,0,0.178588444642761,0.256319253514131,10,0.0810552649258772
"AK: St. Matthew Island Blue King Crab Pot","St. Matthew Island Blue King Crab Pot","AK","pots and traps","pots and traps",2015,"Blue King crab","N","Unlisted",0,"Unlisted",0,97204.85,NA,0,0.477365203,0,0,NA,0,0,0,NA,0,2,NA,NA,NA,NA,NA,0.000328667554363582,NA,0,NA,NA,0,0,0.569461979150169,0,0,0,0,0.5,NA,NA,0.000328667554363582,0,0,0.142708240609503,0.247261200106562,10,0.0781908569323405
"WC: C/O/W Pink Shrimp","Washington/Oregon/California Pink Shrimp","WC","bottom trawl","trawl",2010,"Pink shrimp","N","None",0,"None",0,1386251.06,NA,0,0.030005875,1,0,NA,0,2,36537.44,NA,0,1,"300",2,NA,NA,NA,0.00468717091404516,NA,0.00327377320227007,NA,NA,0,0,0.0357948272229482,0.166666666666667,0,0.0444444444444444,0,0,0.333333333333333,NA,0.00468717091404516,0,0.00327377320227007,0.0490166846486423,0.102287617054119,11,0.0308408769516427
"WC: C/O/W Pink Shrimp","Washington/Oregon/California Pink Shrimp","WC","bottom trawl","trawl",2011,"Pink shrimp","N","None",0,"None",0,2250502.91,NA,0,0.033309894,1,57377.45,NA,0,3,6829.06,NA,0,1,"300",2,0.195585507,0.14675,0.8648,0.00760936607090926,NA,0.000611887248386708,NA,NA,0.0331479919278222,0,0.0397362816629983,0.166666666666667,0,0.0666666666666667,0,0,0.333333333333333,0.00791914292004606,0.00760936607090926,0.0331479919278222,0.000611887248386708,0.0504377951151407,0.0976937292544981,12,0.0282017504416115
